,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_gamma,param_lambda,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
17686,0.04185051918029785,0.0011717684440920003,0.004260349273681641,2.142872447218044e-05,0.6000000000000001,1,5,10,12,0.5,"{'alpha': 0.6000000000000001, 'gamma': 1, 'lambda': 5, 'max_depth': 10, 'n_estimators': 12, 'subsample': 0.5}",0.19572034031470317,0.31750031750047625,0.3733643283161719,0.38399085873473177,0.28005601680560194,0.310126372334337,0.06855996344714578,3430,0.8355394617245749,0.8039734764095122,0.7673667941172609,0.8745605422570699,0.9065698227812462,0.8376020194579328,0.04937734345498033
18118,0.04210705757141113,0.0036800856925577265,0.007233858108520508,0.0015660360766588059,0.6000000000000001,1,9,10,12,0.5,"{'alpha': 0.6000000000000001, 'gamma': 1, 'lambda': 9, 'max_depth': 10, 'n_estimators': 12, 'subsample': 0.5}",0.19572034031470317,0.31750031750047625,0.3733643283161719,0.38399085873473177,0.28005601680560194,0.310126372334337,0.06855996344714578,3430,0.8355394617245749,0.8039734764095122,0.7673667941172609,0.8745605422570699,0.9065698227812462,0.8376020194579328,0.04937734345498033
17926,0.041338014602661136,0.0014904172776118128,0.006103992462158203,0.003790573943383355,0.6000000000000001,1,9,6,12,0.5,"{'alpha': 0.6000000000000001, 'gamma': 1, 'lambda': 9, 'max_depth': 6, 'n_estimators': 12, 'subsample': 0.5}",0.19572034031470317,0.31750031750047625,0.3733643283161719,0.38399085873473177,0.28005601680560194,0.310126372334337,0.06855996344714578,3430,0.8355394617245749,0.8039734764095122,0.7673667941172609,0.8745605422570699,0.9065698227812462,0.8376020194579328,0.04937734345498033
17398,0.0419003963470459,0.004698385879384421,0.004243040084838867,2.7459610793406608e-05,0.6000000000000001,1,5,4,12,0.5,"{'alpha': 0.6000000000000001, 'gamma': 1, 'lambda': 5, 'max_depth': 4, 'n_estimators': 12, 'subsample': 0.5}",0.19572034031470317,0.31750031750047625,0.3733643283161719,0.38399085873473177,0.28005601680560194,0.310126372334337,0.06855996344714578,3430,0.8355394617245749,0.8039734764095122,0.7673667941172609,0.8745605422570699,0.9065698227812462,0.8376020194579328,0.04937734345498033
17974,0.04181737899780273,0.0009224239802727496,0.004468250274658203,0.0003441829435593502,0.6000000000000001,1,9,7,12,0.5,"{'alpha': 0.6000000000000001, 'gamma': 1, 'lambda': 9, 'max_depth': 7, 'n_estimators': 12, 'subsample': 0.5}",0.19572034031470317,0.31750031750047625,0.3733643283161719,0.38399085873473177,0.28005601680560194,0.310126372334337,0.06855996344714578,3430,0.8355394617245749,0.8039734764095122,0.7673667941172609,0.8745605422570699,0.9065698227812462,0.8376020194579328,0.04937734345498033
17350,0.037788772583007814,0.0024395744457060596,0.004254436492919922,0.00013555957939768634,0.6000000000000001,1,5,3,12,0.5,"{'alpha': 0.6000000000000001, 'gamma': 1, 'lambda': 5, 'max_depth': 3, 'n_estimators': 12, 'subsample': 0.5}",0.19572034031470317,0.31750031750047625,0.3733643283161719,0.38399085873473177,0.28005601680560194,0.310126372334337,0.06855996344714578,3430,0.8355394617245749,0.8039734764095122,0.7673667941172609,0.8745605422570699,0.9065698227812462,0.8376020194579328,0.04937734345498033
18022,0.039208984375,0.00368789777397044,0.005762434005737305,0.002720577490913372,0.6000000000000001,1,9,8,12,0.5,"{'alpha': 0.6000000000000001, 'gamma': 1, 'lambda': 9, 'max_depth': 8, 'n_estimators': 12, 'subsample': 0.5}",0.19572034031470317,0.31750031750047625,0.3733643283161719,0.38399085873473177,0.28005601680560194,0.310126372334337,0.06855996344714578,3430,0.8355394617245749,0.8039734764095122,0.7673667941172609,0.8745605422570699,0.9065698227812462,0.8376020194579328,0.04937734345498033
18070,0.04369621276855469,0.0038050560512637942,0.005841350555419922,0.0032504223833953413,0.6000000000000001,1,9,9,12,0.5,"{'alpha': 0.6000000000000001, 'gamma': 1, 'lambda': 9, 'max_depth': 9, 'n_estimators': 12, 'subsample': 0.5}",0.19572034031470317,0.31750031750047625,0.3733643283161719,0.38399085873473177,0.28005601680560194,0.310126372334337,0.06855996344714578,3430,0.8355394617245749,0.8039734764095122,0.7673667941172609,0.8745605422570699,0.9065698227812462,0.8376020194579328,0.04937734345498033
17494,0.0425199031829834,0.0024145896119852125,0.0048141002655029295,0.0010494465848740224,0.6000000000000001,1,5,6,12,0.5,"{'alpha': 0.6000000000000001, 'gamma': 1, 'lambda': 5, 'max_depth': 6, 'n_estimators': 12, 'subsample': 0.5}",0.19572034031470317,0.31750031750047625,0.3733643283161719,0.38399085873473177,0.28005601680560194,0.310126372334337,0.06855996344714578,3430,0.8355394617245749,0.8039734764095122,0.7673667941172609,0.8745605422570699,0.9065698227812462,0.8376020194579328,0.04937734345498033
17302,0.03883295059204102,0.00407423925228448,0.0054891109466552734,0.002017939969285899,0.6000000000000001,1,5,2,12,0.5,"{'alpha': 0.6000000000000001, 'gamma': 1, 'lambda': 5, 'max_depth': 2, 'n_estimators': 12, 'subsample': 0.5}",0.19572034031470317,0.31750031750047625,0.3733643283161719,0.38399085873473177,0.28005601680560194,0.310126372334337,0.06855996344714578,3430,0.8355394617245749,0.8039734764095122,0.7673667941172609,0.8745605422570699,0.9065698227812462,0.8376020194579328,0.04937734345498033
