,Name,Stage,Features,Train MCC,Train Stdev,Test MCC,Test Stdev,Params
0,KNN Classifier,Baseline,572,0.4476458029975571,0.08324548647861606,0.1725506737867376,0.14039811195771854,"{'leaf_size': 5, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}"
1,KNN Classifier,SFS,286,0.6829399987429787,0.07710996756172052,0.6192395576375972,0.1821765839036594,"{'leaf_size': 5, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}"
2,KNN Classifier,SFS + PCA w/75% variance,21,0.6141684862087797,0.030611527784104163,0.28443421973607547,0.18576195859561104,"{'leaf_size': 5, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}"
3,KNN Classifier,SFS + PCA w/80% variance,24,0.5968474532866916,0.0626658446868907,0.3529588710313258,0.15680388175023305,"{'leaf_size': 5, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}"
4,KNN Classifier,SFS + PCA w/85% variance,28,0.576152373136136,0.09404406159979005,0.3651320125270517,0.08989672814683244,"{'leaf_size': 5, 'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}"
5,KNN Classifier,SFS + PCA w/90% variance,33,0.7151123867165106,0.04686056584626898,0.36528078051800483,0.2361191138794606,"{'leaf_size': 5, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}"
6,KNN Classifier,SFS + PCA w/95% variance,40,0.6318908053612193,0.06164328381329866,0.3997331509652665,0.13039890728876938,"{'leaf_size': 5, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}"
7,KNN Classifier,SFS + PCA w/100% variance,71,1.0,0.0,0.4681683263938273,0.22699794720107677,"{'leaf_size': 5, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}"
