,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_leaf_size,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
762,0.000500345230102539,2.8610229492187504e-07,0.023920488357543946,0.0005834700234613922,19,3,2,uniform,"{'leaf_size': 19, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.08248900219951123,0.5184758473652127,0.7517899786795583,0.7002186247515697,0.2669258885993638,0.4639798683190432,0.2553345935257162,1,0.807391492223792,0.6245055463540673,0.661154412367543,0.748274711537248,0.709474652910256,0.7101601630785813,0.06425791323209781
1302,0.0005003929138183594,1.784161275279017e-07,0.02402071952819824,0.00031650654649026833,29,3,2,uniform,"{'leaf_size': 29, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.08248900219951123,0.5184758473652127,0.7517899786795583,0.7002186247515697,0.2669258885993638,0.4639798683190432,0.2553345935257162,1,0.807391492223792,0.6245055463540673,0.661154412367543,0.748274711537248,0.709474652910256,0.7101601630785813,0.06425791323209781
654,0.00050048828125,9.536743164062499e-08,0.02432093620300293,0.0007489909337194655,17,3,2,uniform,"{'leaf_size': 17, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.08248900219951123,0.5184758473652127,0.7517899786795583,0.7002186247515697,0.2669258885993638,0.4639798683190432,0.2553345935257162,1,0.807391492223792,0.6245055463540673,0.661154412367543,0.748274711537248,0.709474652910256,0.7101601630785813,0.06425791323209781
330,0.0005004405975341797,2.611744678045111e-07,0.024521017074584962,0.0008952153634492621,11,3,2,uniform,"{'leaf_size': 11, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.08248900219951123,0.5184758473652127,0.7517899786795583,0.7002186247515697,0.2669258885993638,0.4639798683190432,0.2553345935257162,1,0.807391492223792,0.6245055463540673,0.661154412367543,0.748274711537248,0.709474652910256,0.7101601630785813,0.06425791323209781
114,0.0005004405975341797,2.132480599880018e-07,0.02382040023803711,0.0004000664041494148,7,3,2,uniform,"{'leaf_size': 7, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.08248900219951123,0.5184758473652127,0.7517899786795583,0.7002186247515697,0.2669258885993638,0.4639798683190432,0.2553345935257162,1,0.807391492223792,0.6245055463540673,0.661154412367543,0.748274711537248,0.709474652910256,0.7101601630785813,0.06425791323209781
6,0.0005003929138183594,3.1629798797182086e-07,0.04603972434997559,0.02453863515125113,5,3,2,uniform,"{'leaf_size': 5, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.08248900219951123,0.5184758473652127,0.7517899786795583,0.7002186247515697,0.2669258885993638,0.4639798683190432,0.2553345935257162,1,0.807391492223792,0.6245055463540673,0.661154412367543,0.748274711537248,0.709474652910256,0.7101601630785813,0.06425791323209781
870,0.0005005359649658203,1.9073486328125e-07,0.025321769714355468,0.0012499971593174005,21,3,2,uniform,"{'leaf_size': 21, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.08248900219951123,0.5184758473652127,0.7517899786795583,0.7002186247515697,0.2669258885993638,0.4639798683190432,0.2553345935257162,1,0.807391492223792,0.6245055463540673,0.661154412367543,0.748274711537248,0.709474652910256,0.7101601630785813,0.06425791323209781
1734,0.0012009143829345703,0.0014013052017117804,0.024020671844482422,0.0010497785603278604,37,3,2,uniform,"{'leaf_size': 37, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.08248900219951123,0.5184758473652127,0.7517899786795583,0.7002186247515697,0.2669258885993638,0.4639798683190432,0.2553345935257162,1,0.807391492223792,0.6245055463540673,0.661154412367543,0.748274711537248,0.709474652910256,0.7101601630785813,0.06425791323209781
1194,0.0004002094268798828,0.00020010473474506765,0.023720407485961915,0.00024516491484962344,27,3,2,uniform,"{'leaf_size': 27, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.08248900219951123,0.5184758473652127,0.7517899786795583,0.7002186247515697,0.2669258885993638,0.4639798683190432,0.2553345935257162,1,0.807391492223792,0.6245055463540673,0.661154412367543,0.748274711537248,0.709474652910256,0.7101601630785813,0.06425791323209781
1626,0.0002002716064453125,0.0002452816228792512,0.023920536041259766,0.0003743553445872102,35,3,2,uniform,"{'leaf_size': 35, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.08248900219951123,0.5184758473652127,0.7517899786795583,0.7002186247515697,0.2669258885993638,0.4639798683190432,0.2553345935257162,1,0.807391492223792,0.6245055463540673,0.661154412367543,0.748274711537248,0.709474652910256,0.7101601630785813,0.06425791323209781
