,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_leaf_size,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
762,0.0011008739471435546,0.0012011051225304446,0.02362031936645508,0.0004900376712804196,19,3,2,uniform,"{'leaf_size': 19, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.10188679844812873,0.4242776458138317,0.5161290322580645,0.7002186247515697,0.5658828838306512,0.4616789970204492,0.2007853070258964,1,0.7323423142236494,0.5501984764949578,0.6970235074697545,0.6811917284473457,0.6762679096662889,0.6674047872603992,0.06180631838940457
870,0.0005003929138183594,0.0005482052162168718,0.02382049560546875,0.0002453595518408479,21,3,2,uniform,"{'leaf_size': 21, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.10188679844812873,0.4242776458138317,0.5161290322580645,0.7002186247515697,0.5658828838306512,0.4616789970204492,0.2007853070258964,1,0.7323423142236494,0.5501984764949578,0.6970235074697545,0.6811917284473457,0.6762679096662889,0.6674047872603992,0.06180631838940457
654,0.0005003929138183594,1.784161275279017e-07,0.025422000885009767,0.003429195598196637,17,3,2,uniform,"{'leaf_size': 17, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.10188679844812873,0.4242776458138317,0.5161290322580645,0.7002186247515697,0.5658828838306512,0.4616789970204492,0.2007853070258964,1,0.7323423142236494,0.5501984764949578,0.6970235074697545,0.6811917284473457,0.6762679096662889,0.6674047872603992,0.06180631838940457
222,0.00050048828125,0.0003167327211535904,0.024220609664916994,0.0009283333529194782,9,3,2,uniform,"{'leaf_size': 9, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.10188679844812873,0.4242776458138317,0.5161290322580645,0.7002186247515697,0.5658828838306512,0.4616789970204492,0.2007853070258964,1,0.7323423142236494,0.5501984764949578,0.6970235074697545,0.6811917284473457,0.6762679096662889,0.6674047872603992,0.06180631838940457
330,0.00050048828125,1.784161275279017e-07,0.02331995964050293,0.00040012604696959986,11,3,2,uniform,"{'leaf_size': 11, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.10188679844812873,0.4242776458138317,0.5161290322580645,0.7002186247515697,0.5658828838306512,0.4616789970204492,0.2007853070258964,1,0.7323423142236494,0.5501984764949578,0.6970235074697545,0.6811917284473457,0.6762679096662889,0.6674047872603992,0.06180631838940457
114,0.000500345230102539,1.1680077279964342e-07,0.025449514389038086,0.0017158358056134472,7,3,2,uniform,"{'leaf_size': 7, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.10188679844812873,0.4242776458138317,0.5161290322580645,0.7002186247515697,0.5658828838306512,0.4616789970204492,0.2007853070258964,1,0.7323423142236494,0.5501984764949578,0.6970235074697545,0.6811917284473457,0.6762679096662889,0.6674047872603992,0.06180631838940457
1842,0.0005005836486816406,0.0003165818315081312,0.02331967353820801,0.0002451453823632284,39,3,2,uniform,"{'leaf_size': 39, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.10188679844812873,0.4242776458138317,0.5161290322580645,0.7002186247515697,0.5658828838306512,0.4616789970204492,0.2007853070258964,1,0.7323423142236494,0.5501984764949578,0.6970235074697545,0.6811917284473457,0.6762679096662889,0.6674047872603992,0.06180631838940457
1410,0.00040044784545898435,0.00020022400789924513,0.02432079315185547,0.000678999410380976,31,3,2,uniform,"{'leaf_size': 31, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.10188679844812873,0.4242776458138317,0.5161290322580645,0.7002186247515697,0.5658828838306512,0.4616789970204492,0.2007853070258964,1,0.7323423142236494,0.5501984764949578,0.6970235074697545,0.6811917284473457,0.6762679096662889,0.6674047872603992,0.06180631838940457
1734,0.000500345230102539,1.1680077279964342e-07,0.02532191276550293,0.0015042547127747104,37,3,2,uniform,"{'leaf_size': 37, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.10188679844812873,0.4242776458138317,0.5161290322580645,0.7002186247515697,0.5658828838306512,0.4616789970204492,0.2007853070258964,1,0.7323423142236494,0.5501984764949578,0.6970235074697545,0.6811917284473457,0.6762679096662889,0.6674047872603992,0.06180631838940457
6,0.0005003929138183594,1.784161275279017e-07,0.023020076751708984,0.0005481181718897884,5,3,2,uniform,"{'leaf_size': 5, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.10188679844812873,0.4242776458138317,0.5161290322580645,0.7002186247515697,0.5658828838306512,0.4616789970204492,0.2007853070258964,1,0.7323423142236494,0.5501984764949578,0.6970235074697545,0.6811917284473457,0.6762679096662889,0.6674047872603992,0.06180631838940457
1626,0.00040035247802734376,0.00020017629580703665,0.024420881271362306,0.0010685683847412488,35,3,2,uniform,"{'leaf_size': 35, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.10188679844812873,0.4242776458138317,0.5161290322580645,0.7002186247515697,0.5658828838306512,0.4616789970204492,0.2007853070258964,1,0.7323423142236494,0.5501984764949578,0.6970235074697545,0.6811917284473457,0.6762679096662889,0.6674047872603992,0.06180631838940457
546,0.000500345230102539,1.9073486328125e-07,0.024221086502075197,0.00040053130881467487,15,3,2,uniform,"{'leaf_size': 15, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.10188679844812873,0.4242776458138317,0.5161290322580645,0.7002186247515697,0.5658828838306512,0.4616789970204492,0.2007853070258964,1,0.7323423142236494,0.5501984764949578,0.6970235074697545,0.6811917284473457,0.6762679096662889,0.6674047872603992,0.06180631838940457
