,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_leaf_size,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
762,0.0001709461212158203,3.079201563065136e-06,0.0012120723724365235,1.1431567968754032e-05,19,3,2,uniform,"{'leaf_size': 19, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2333141313143457,0.28516171605086693,-0.046496039636008527,0.5052248022814558,0.2716409982022463,0.18405640522145877,91,0.7797207698050727,0.6755054169267645,0.7343985939366152,0.6622568875538253,0.7098304299786095,0.7123424196401774,0.04218566647779529
1194,0.00016956329345703126,3.6824673798194547e-06,0.0011961936950683593,6.301471151993481e-06,27,3,2,uniform,"{'leaf_size': 27, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2333141313143457,0.28516171605086693,-0.046496039636008527,0.5052248022814558,0.2716409982022463,0.18405640522145877,91,0.7797207698050727,0.6755054169267645,0.7343985939366152,0.6622568875538253,0.7098304299786095,0.7123424196401774,0.04218566647779529
222,0.00016632080078125,2.2698650809119996e-06,0.0012006282806396485,1.1469296673768949e-05,9,3,2,uniform,"{'leaf_size': 9, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2333141313143457,0.28516171605086693,-0.046496039636008527,0.5052248022814558,0.2716409982022463,0.18405640522145877,91,0.7797207698050727,0.6755054169267645,0.7343985939366152,0.6622568875538253,0.7098304299786095,0.7123424196401774,0.04218566647779529
546,0.00017180442810058594,5.187672717651043e-06,0.0012212276458740234,3.1455859841583265e-05,15,3,2,uniform,"{'leaf_size': 15, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2333141313143457,0.28516171605086693,-0.046496039636008527,0.5052248022814558,0.2716409982022463,0.18405640522145877,91,0.7797207698050727,0.6755054169267645,0.7343985939366152,0.6622568875538253,0.7098304299786095,0.7123424196401774,0.04218566647779529
1410,0.00017027854919433595,2.1610773455857583e-06,0.0012140274047851562,1.1311196540238646e-05,31,3,2,uniform,"{'leaf_size': 31, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2333141313143457,0.28516171605086693,-0.046496039636008527,0.5052248022814558,0.2716409982022463,0.18405640522145877,91,0.7797207698050727,0.6755054169267645,0.7343985939366152,0.6622568875538253,0.7098304299786095,0.7123424196401774,0.04218566647779529
870,0.0003272056579589844,0.00017459251735848193,0.0019636154174804688,0.0011364550334661116,21,3,2,uniform,"{'leaf_size': 21, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2333141313143457,0.28516171605086693,-0.046496039636008527,0.5052248022814558,0.2716409982022463,0.18405640522145877,91,0.7797207698050727,0.6755054169267645,0.7343985939366152,0.6622568875538253,0.7098304299786095,0.7123424196401774,0.04218566647779529
1734,0.00017118453979492188,2.2668579719552448e-06,0.0012109756469726562,1.5879751289411367e-05,37,3,2,uniform,"{'leaf_size': 37, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2333141313143457,0.28516171605086693,-0.046496039636008527,0.5052248022814558,0.2716409982022463,0.18405640522145877,91,0.7797207698050727,0.6755054169267645,0.7343985939366152,0.6622568875538253,0.7098304299786095,0.7123424196401774,0.04218566647779529
654,0.00024423599243164065,0.00014635876333833728,0.0018199920654296876,0.0012401364391178683,17,3,2,uniform,"{'leaf_size': 17, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2333141313143457,0.28516171605086693,-0.046496039636008527,0.5052248022814558,0.2716409982022463,0.18405640522145877,91,0.7797207698050727,0.6755054169267645,0.7343985939366152,0.6622568875538253,0.7098304299786095,0.7123424196401774,0.04218566647779529
1842,0.00025310516357421873,0.0001462986291236118,0.00212554931640625,0.0011065621976400857,39,3,2,uniform,"{'leaf_size': 39, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2333141313143457,0.28516171605086693,-0.046496039636008527,0.5052248022814558,0.2716409982022463,0.18405640522145877,91,0.7797207698050727,0.6755054169267645,0.7343985939366152,0.6622568875538253,0.7098304299786095,0.7123424196401774,0.04218566647779529
438,0.00016503334045410157,1.3687801451117825e-06,0.0012013912200927734,1.73918141791514e-05,13,3,2,uniform,"{'leaf_size': 13, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2333141313143457,0.28516171605086693,-0.046496039636008527,0.5052248022814558,0.2716409982022463,0.18405640522145877,91,0.7797207698050727,0.6755054169267645,0.7343985939366152,0.6622568875538253,0.7098304299786095,0.7123424196401774,0.04218566647779529
