,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_leaf_size,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
760,0.0001666545867919922,1.4145276045028044e-06,0.0012025833129882812,1.1610764495514165e-05,19,3,1,uniform,"{'leaf_size': 19, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.05905385953574926,0.33505481671702403,0.38885688552390946,0.4164043862150075,0.33006601980660233,0.30588719355965854,0.1276401820131505,199,0.724233350457802,0.7655009328699005,0.611722459176962,0.6064375785476726,0.5700194381028507,0.6555827518310375,0.07543867071947466
328,0.00017137527465820311,3.0059657120655987e-06,0.0012243270874023437,1.4922336791152211e-05,11,3,1,uniform,"{'leaf_size': 11, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.05905385953574926,0.33505481671702403,0.38885688552390946,0.4164043862150075,0.33006601980660233,0.30588719355965854,0.1276401820131505,199,0.724233350457802,0.7655009328699005,0.611722459176962,0.6064375785476726,0.5700194381028507,0.6555827518310375,0.07543867071947466
868,0.00017604827880859374,1.4526404002086889e-05,0.001445627212524414,0.00045284029165698554,21,3,1,uniform,"{'leaf_size': 21, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.05905385953574926,0.33505481671702403,0.38885688552390946,0.4164043862150075,0.33006601980660233,0.30588719355965854,0.1276401820131505,199,0.724233350457802,0.7655009328699005,0.611722459176962,0.6064375785476726,0.5700194381028507,0.6555827518310375,0.07543867071947466
1624,0.00016918182373046876,1.9286869445950207e-06,0.0012234687805175782,1.961974866246696e-05,35,3,1,uniform,"{'leaf_size': 35, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.05905385953574926,0.33505481671702403,0.38885688552390946,0.4164043862150075,0.33006601980660233,0.30588719355965854,0.1276401820131505,199,0.724233350457802,0.7655009328699005,0.611722459176962,0.6064375785476726,0.5700194381028507,0.6555827518310375,0.07543867071947466
1516,0.00017542839050292968,1.9625774028069188e-06,0.001219940185546875,1.2557576950466964e-05,33,3,1,uniform,"{'leaf_size': 33, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.05905385953574926,0.33505481671702403,0.38885688552390946,0.4164043862150075,0.33006601980660233,0.30588719355965854,0.1276401820131505,199,0.724233350457802,0.7655009328699005,0.611722459176962,0.6064375785476726,0.5700194381028507,0.6555827518310375,0.07543867071947466
220,0.00016794204711914062,2.579332034358696e-06,0.0012063980102539062,8.463020014428544e-06,9,3,1,uniform,"{'leaf_size': 9, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.05905385953574926,0.33505481671702403,0.38885688552390946,0.4164043862150075,0.33006601980660233,0.30588719355965854,0.1276401820131505,199,0.724233350457802,0.7655009328699005,0.611722459176962,0.6064375785476726,0.5700194381028507,0.6555827518310375,0.07543867071947466
1084,0.0004176616668701172,0.0003475990933104768,0.003656911849975586,0.002773556052436055,25,3,1,uniform,"{'leaf_size': 25, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.05905385953574926,0.33505481671702403,0.38885688552390946,0.4164043862150075,0.33006601980660233,0.30588719355965854,0.1276401820131505,199,0.724233350457802,0.7655009328699005,0.611722459176962,0.6064375785476726,0.5700194381028507,0.6555827518310375,0.07543867071947466
976,0.00029206275939941406,0.00021429785515485533,0.002069997787475586,0.0010962326704890848,23,3,1,uniform,"{'leaf_size': 23, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.05905385953574926,0.33505481671702403,0.38885688552390946,0.4164043862150075,0.33006601980660233,0.30588719355965854,0.1276401820131505,199,0.724233350457802,0.7655009328699005,0.611722459176962,0.6064375785476726,0.5700194381028507,0.6555827518310375,0.07543867071947466
1840,0.00026106834411621094,0.00014504944307412265,0.0018049716949462891,0.0011343337892431031,39,3,1,uniform,"{'leaf_size': 39, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.05905385953574926,0.33505481671702403,0.38885688552390946,0.4164043862150075,0.33006601980660233,0.30588719355965854,0.1276401820131505,199,0.724233350457802,0.7655009328699005,0.611722459176962,0.6064375785476726,0.5700194381028507,0.6555827518310375,0.07543867071947466
652,0.00016541481018066405,1.633819742108518e-06,0.0012018203735351563,1.0771032641216658e-05,17,3,1,uniform,"{'leaf_size': 17, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.05905385953574926,0.33505481671702403,0.38885688552390946,0.4164043862150075,0.33006601980660233,0.30588719355965854,0.1276401820131505,199,0.724233350457802,0.7655009328699005,0.611722459176962,0.6064375785476726,0.5700194381028507,0.6555827518310375,0.07543867071947466
