,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_leaf_size,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1732,0.00040030479431152344,0.00020015247525593619,0.001401376724243164,0.00020036737105172696,37,3,1,uniform,"{'leaf_size': 37, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.04786497381671772,0.5184758473652127,0.29699435206968217,0.5569620439008867,0.0,0.2840594434304998,0.23068237319607549,127,0.6570739689014493,0.7257637778399317,0.6550432296063071,0.60255518496928,0.7385937774395711,0.675805987751308,0.05017120307241472
1408,0.00040044784545898435,0.00020022395111941386,0.0015012741088867188,0.00031643107110709866,31,3,1,uniform,"{'leaf_size': 31, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.04786497381671772,0.5184758473652127,0.29699435206968217,0.5569620439008867,0.0,0.2840594434304998,0.23068237319607549,127,0.6570739689014493,0.7257637778399317,0.6550432296063071,0.60255518496928,0.7385937774395711,0.675805987751308,0.05017120307241472
1192,0.000500345230102539,3.5683225505580346e-07,0.001501321792602539,4.264961199760036e-07,27,3,1,uniform,"{'leaf_size': 27, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.04786497381671772,0.5184758473652127,0.29699435206968217,0.5569620439008867,0.0,0.2840594434304998,0.23068237319607549,127,0.6570739689014493,0.7257637778399317,0.6550432296063071,0.60255518496928,0.7385937774395711,0.675805987751308,0.05017120307241472
328,0.0005006790161132812,3.015782985847835e-07,0.0013009071350097655,0.00024497044807175684,11,3,1,uniform,"{'leaf_size': 11, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.04786497381671772,0.5184758473652127,0.29699435206968217,0.5569620439008867,0.0,0.2840594434304998,0.23068237319607549,127,0.6570739689014493,0.7257637778399317,0.6550432296063071,0.60255518496928,0.7385937774395711,0.675805987751308,0.05017120307241472
1300,0.00030026435852050783,0.0002451648684780419,0.0015013694763183593,1.784161275279017e-07,29,3,1,uniform,"{'leaf_size': 29, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.04786497381671772,0.5184758473652127,0.29699435206968217,0.5569620439008867,0.0,0.2840594434304998,0.23068237319607549,127,0.6570739689014493,0.7257637778399317,0.6550432296063071,0.60255518496928,0.7385937774395711,0.675805987751308,0.05017120307241472
1084,0.0005004405975341797,1.5078914929239175e-07,0.001801443099975586,0.0006006002686419414,25,3,1,uniform,"{'leaf_size': 25, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.04786497381671772,0.5184758473652127,0.29699435206968217,0.5569620439008867,0.0,0.2840594434304998,0.23068237319607549,127,0.6570739689014493,0.7257637778399317,0.6550432296063071,0.60255518496928,0.7385937774395711,0.675805987751308,0.05017120307241472
436,0.0005002021789550781,2.611744678045111e-07,0.0015014171600341796,2.431401974483864e-07,13,3,1,uniform,"{'leaf_size': 13, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.04786497381671772,0.5184758473652127,0.29699435206968217,0.5569620439008867,0.0,0.2840594434304998,0.23068237319607549,127,0.6570739689014493,0.7257637778399317,0.6550432296063071,0.60255518496928,0.7385937774395711,0.675805987751308,0.05017120307241472
1840,0.0005005836486816406,2.4314019744838644e-07,0.0015010833740234375,2.132480599880018e-07,39,3,1,uniform,"{'leaf_size': 39, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.04786497381671772,0.5184758473652127,0.29699435206968217,0.5569620439008867,0.0,0.2840594434304998,0.23068237319607549,127,0.6570739689014493,0.7257637778399317,0.6550432296063071,0.60255518496928,0.7385937774395711,0.675805987751308,0.05017120307241472
544,0.0005003929138183594,2.78041453115716e-07,0.0014010906219482423,0.00020010490518599622,15,3,1,uniform,"{'leaf_size': 15, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.04786497381671772,0.5184758473652127,0.29699435206968217,0.5569620439008867,0.0,0.2840594434304998,0.23068237319607549,127,0.6570739689014493,0.7257637778399317,0.6550432296063071,0.60255518496928,0.7385937774395711,0.675805987751308,0.05017120307241472
4,0.0008007049560546875,0.000245262183123145,0.0016013622283935548,0.0002004386341584117,5,3,1,uniform,"{'leaf_size': 5, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.04786497381671772,0.5184758473652127,0.29699435206968217,0.5569620439008867,0.0,0.2840594434304998,0.23068237319607549,127,0.6570739689014493,0.7257637778399317,0.6550432296063071,0.60255518496928,0.7385937774395711,0.675805987751308,0.05017120307241472
220,0.0003001689910888672,0.00024508697038669384,0.0012009143829345703,0.0004003644442121677,9,3,1,uniform,"{'leaf_size': 9, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.04786497381671772,0.5184758473652127,0.29699435206968217,0.5569620439008867,0.0,0.2840594434304998,0.23068237319607549,127,0.6570739689014493,0.7257637778399317,0.6550432296063071,0.60255518496928,0.7385937774395711,0.675805987751308,0.05017120307241472
868,0.0014013290405273438,0.0018017768922960347,0.006405448913574219,0.008589034847678652,21,3,1,uniform,"{'leaf_size': 21, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.04786497381671772,0.5184758473652127,0.29699435206968217,0.5569620439008867,0.0,0.2840594434304998,0.23068237319607549,127,0.6570739689014493,0.7257637778399317,0.6550432296063071,0.60255518496928,0.7385937774395711,0.675805987751308,0.05017120307241472
1624,0.00050048828125,2.78041453115716e-07,0.0015013694763183593,3.504023183989303e-07,35,3,1,uniform,"{'leaf_size': 35, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.04786497381671772,0.5184758473652127,0.29699435206968217,0.5569620439008867,0.0,0.2840594434304998,0.23068237319607549,127,0.6570739689014493,0.7257637778399317,0.6550432296063071,0.60255518496928,0.7385937774395711,0.675805987751308,0.05017120307241472
1516,0.0005002498626708984,3.1629798797182086e-07,0.0022019863128662108,0.0009281430718661202,33,3,1,uniform,"{'leaf_size': 33, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.04786497381671772,0.5184758473652127,0.29699435206968217,0.5569620439008867,0.0,0.2840594434304998,0.23068237319607549,127,0.6570739689014493,0.7257637778399317,0.6550432296063071,0.60255518496928,0.7385937774395711,0.675805987751308,0.05017120307241472
760,0.0004002571105957031,0.0002001285837013019,0.0016014575958251953,0.00020027166321163282,19,3,1,uniform,"{'leaf_size': 19, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.04786497381671772,0.5184758473652127,0.29699435206968217,0.5569620439008867,0.0,0.2840594434304998,0.23068237319607549,127,0.6570739689014493,0.7257637778399317,0.6550432296063071,0.60255518496928,0.7385937774395711,0.675805987751308,0.05017120307241472
652,0.00050048828125,1.784161275279017e-07,0.0016011714935302735,0.00020029558310715904,17,3,1,uniform,"{'leaf_size': 17, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.04786497381671772,0.5184758473652127,0.29699435206968217,0.5569620439008867,0.0,0.2840594434304998,0.23068237319607549,127,0.6570739689014493,0.7257637778399317,0.6550432296063071,0.60255518496928,0.7385937774395711,0.675805987751308,0.05017120307241472
976,0.0005005359649658203,1.9073486328125e-07,0.0014012813568115234,0.00020031977255948613,23,3,1,uniform,"{'leaf_size': 23, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.04786497381671772,0.5184758473652127,0.29699435206968217,0.5569620439008867,0.0,0.2840594434304998,0.23068237319607549,127,0.6570739689014493,0.7257637778399317,0.6550432296063071,0.60255518496928,0.7385937774395711,0.675805987751308,0.05017120307241472
112,0.0005001068115234375,4.90933901833868e-07,0.001401233673095703,0.00020005716468871038,7,3,1,uniform,"{'leaf_size': 7, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.04786497381671772,0.5184758473652127,0.29699435206968217,0.5569620439008867,0.0,0.2840594434304998,0.23068237319607549,127,0.6570739689014493,0.7257637778399317,0.6550432296063071,0.60255518496928,0.7385937774395711,0.675805987751308,0.05017120307241472
