,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ccp_alpha,param_criterion,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
951,0.019716930389404298,0.0005102390747447267,0.002502250671386719,0.00031658182432598575,0.0,entropy,2,0.3,16,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 2, 'max_features': 0.3, 'n_estimators': 16}",0.33942211665106536,0.31750031750047625,0.31133467586669866,0.34992710611188255,0.3715802678087692,0.3379528967877784,0.021923403304388203,451,0.8148306718710858,0.6807876626320286,0.6621259005917959,0.7189546126754344,0.746843010092449,0.7247083715725587,0.05383432236565652
948,0.016113853454589842,0.0002002240646790603,0.002201747894287109,0.0002451259039751712,0.0,entropy,2,0.3,13,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 2, 'max_features': 0.3, 'n_estimators': 13}",0.32995600879804493,0.31750031750047625,0.3427101402346148,0.34992710611188255,0.3883678186903087,0.3456922782670654,0.024043483496374755,388,0.8740153421998172,0.6488495426751363,0.7682611522860465,0.6507472971512807,0.777795854164876,0.7439338376954312,0.08530463845159349
1206,0.013111257553100586,0.0008609407147415433,0.0016013622283935548,0.0002000809852228851,0.0,entropy,5,1.0,7,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 5, 'max_features': 1.0, 'n_estimators': 7}",0.3296342573721317,0.3388226069985336,0.3296342573721317,0.38635623073303615,0.4023739080814782,0.3573642521114623,0.030815910744008145,317,0.967907557062632,0.9030587430493606,0.9358192035166428,0.9380380821090624,0.9381779463633502,0.9366003064202095,0.020544326149162174
2176,0.02532196044921875,0.0006788025577789779,0.002502107620239258,2.4314019744838644e-07,0.1,gini,6,1.0,17,"{'ccp_alpha': 0.1, 'criterion': 'gini', 'max_depth': 6, 'max_features': 1.0, 'n_estimators': 17}",0.3296342573721317,0.31133467586669866,0.36114822400537044,0.34992710611188255,0.2656844656620286,0.3235457458036224,0.03359770968496363,581,0.8355394617245749,0.5878883572692358,0.7714799074469669,0.5746440453536086,0.742544494981393,0.7024192533551558,0.10348355306381081
991,0.010008573532104492,0.0003163556352154379,0.0019016742706298828,0.00020005710786152598,0.0,entropy,3,log2,8,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 8}",0.31750031750047625,0.36293309315564887,0.33942211665106536,0.34992710611188255,0.2669258885993638,0.3273417044036874,0.03367404751187789,540,0.9036146215312901,0.8406953471862643,0.7740245758837895,0.687901887631845,0.8738356614935513,0.8160144187453481,0.07720389549969238
5145,0.019917058944702148,0.001986752519427586,0.002101707458496094,0.0002002478426503818,0.2,entropy,10,1.0,10,"{'ccp_alpha': 0.2, 'criterion': 'entropy', 'max_depth': 10, 'max_features': 1.0, 'n_estimators': 10}",0.3296342573721317,0.38854919337165644,0.37975988512484343,0.4374088826398532,0.4164043862150075,0.39035132094469843,0.036592797947309304,158,0.8698664698574322,0.7674230181692225,0.773776932854027,0.5649125292748285,0.8089871123749974,0.7569932125061015,0.1026929411733416
2565,0.034529685974121094,0.002813145190352167,0.003402900695800781,0.0005835517751427491,0.1,gini,10,1.0,22,"{'ccp_alpha': 0.1, 'criterion': 'gini', 'max_depth': 10, 'max_features': 1.0, 'n_estimators': 22}",0.3296342573721317,0.37975988512484343,0.3427101402346148,0.34992710611188255,0.2656844656620286,0.3335431709011002,0.03770552960798196,484,0.7726015317288902,0.7419473047988184,0.7702437434044402,0.591194150739751,0.7409287517387132,0.7233830964821226,0.06744593660615418
1797,0.029825592041015626,0.0006786689547259414,0.0031026363372802734,0.000490349124532881,0.1,gini,2,1.0,22,"{'ccp_alpha': 0.1, 'criterion': 'gini', 'max_depth': 2, 'max_features': 1.0, 'n_estimators': 22}",0.3296342573721317,0.33505481671702403,0.31750031750047625,0.38635623073303615,0.2656844656620286,0.3268460175969393,0.03858678964858661,542,0.8034819234735756,0.6992305404317226,0.5087650462280426,0.6798616178479419,0.6785200716868816,0.673971839933633,0.09461450657464501
3356,0.029825878143310548,0.0011236520412540145,0.0029024600982666014,0.0002001286405081905,0.1,entropy,9,0.3,21,"{'ccp_alpha': 0.1, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 0.3, 'n_estimators': 21}",0.32995600879804493,0.38100038100057154,0.36114822400537044,0.34992710611188255,0.2656844656620286,0.3375432371155796,0.03954826934363061,454,0.967907557062632,0.9049725810507373,0.9049725810507373,0.8745605422570699,0.8739343806350327,0.9052695284112419,0.034201264028033175
726,0.010709142684936524,0.0016927903107193923,0.00150146484375,1.9073486328124998e-07,0.0,gini,9,1.0,7,"{'ccp_alpha': 0.0, 'criterion': 'gini', 'max_depth': 9, 'max_features': 1.0, 'n_estimators': 7}",0.32995600879804493,0.25923792368260634,0.3427101402346148,0.38399085873473177,0.3137254901960784,0.32592408432921527,0.04065864753838481,551,0.9349424733454217,0.9349424733454217,0.967907557062632,0.9695106073617644,0.968997812415855,0.955260184706219,0.01659742015105568
