,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ccp_alpha,param_criterion,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
314,0.004003334045410156,9.536743164062499e-08,0.0010007858276367188,1.1680077279964342e-07,0.0,gini,5,log2,3,"{'ccp_alpha': 0.0, 'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 3}",0.36293309315564887,0.49813548138671787,0.31750031750047625,0.38041370603310753,0.41748286072343294,0.39529309175987665,0.0606452377471812,4,0.6911906667592713,0.7266363419776956,0.7276893533384475,0.8109516222955707,0.904205545176504,0.7721347059094978,0.07687247562294823
580,0.006505489349365234,0.0004478209513614768,0.001301145553588867,0.0002451648684780419,0.0,gini,8,sqrt,5,"{'ccp_alpha': 0.0, 'criterion': 'gini', 'max_depth': 8, 'max_features': 'sqrt', 'n_estimators': 5}",0.22450662753346864,0.1466471150213533,0.32995600879804493,0.30815781721396834,0.3131121455425747,0.26447594282188197,0.06934321052735908,322,0.9332524064602489,0.7965408745352337,0.9670691615059425,0.8444104654532202,0.9681218127178343,0.9018789441344959,0.06931220839971927
3342,0.012711000442504884,0.0035043543874257316,0.0017014503479003905,0.0002451064796983492,0.1,entropy,9,0.3,7,"{'ccp_alpha': 0.1, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 0.3, 'n_estimators': 7}",0.21997067253202995,0.33942211665106536,0.33942211665106536,0.19213013923474498,0.3900119595344697,0.2961914009206751,0.07639166499493429,162,0.8359235311216594,0.832641333183966,0.8683325963286448,0.9380086085197582,0.8137087231244173,0.8577229584556891,0.04381758982911946
3003,0.005804824829101563,0.00040044787384890704,0.0011009693145751954,0.00020029546958806073,0.1,entropy,6,log2,4,"{'ccp_alpha': 0.1, 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 4}",0.33505481671702403,0.3733643283161719,0.22450662753346864,0.2513674754670647,0.4498677054212187,0.32683219069098957,0.0818975377102355,64,0.7973483953602708,0.6508975499378363,0.7675167044306993,0.6559843645425527,0.7359926210002524,0.7215479270543224,0.058919513215925354
387,0.005104351043701172,0.00020036708735554027,0.0017014026641845703,0.0009278911156028999,0.0,gini,6,sqrt,4,"{'ccp_alpha': 0.0, 'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 4}",0.33942211665106536,0.33942211665106536,0.3790322580645161,0.15407890860698417,0.22119475133243585,0.28663003026121336,0.08481008908624237,195,0.866596902159757,0.832641333183966,0.8701314269285417,0.8788689527431562,0.6591911694295116,0.8214859568889864,0.0826537691924453
326,0.018215703964233398,0.0012094443330430591,0.002402067184448242,0.00020027166321163282,0.0,gini,5,log2,15,"{'ccp_alpha': 0.0, 'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 15}",0.31133467586669866,0.33942211665106536,0.32995600879804493,0.46456538905166156,0.5606421918308002,0.4011840764396541,0.09633791925583755,3,0.8683325963286448,0.8674665452966515,0.9345219395023615,0.9073553699010074,0.9681218127178343,0.9091596527493,0.038802580015070254
2983,0.011009407043457032,0.0004477143247982569,0.0017014026641845703,0.0002452427510974719,0.1,entropy,6,sqrt,8,"{'ccp_alpha': 0.1, 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 8}",0.33942211665106536,0.12453387034667947,0.17511819922894495,0.2386980188146657,0.3900119595344697,0.25355683291516506,0.09900825926428582,389,0.9345219395023615,0.8652899341580494,0.8004376265179424,0.7100343661913958,0.9681218127178343,0.8556811358175166,0.09296874095660257
1540,0.0063054561614990234,0.00024537898388307384,0.0015014171600341796,3.2340669551493016e-07,0.0,entropy,9,sqrt,5,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'n_estimators': 5}",0.31750031750047625,0.33942211665106536,0.38885688552390946,0.09253306362967481,0.33042402402159543,0.29374728146534423,0.10346842898011341,168,0.967907557062632,0.8318340668071289,0.9088454214001411,0.9087723289168798,0.9680450648275534,0.9170808878028671,0.05016886124949791
3108,0.01791515350341797,0.0013577035039959312,0.0022019863128662108,0.0002450285816033241,0.1,entropy,7,log2,13,"{'ccp_alpha': 0.1, 'criterion': 'entropy', 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 13}",0.3427101402346148,0.33942211665106536,0.3296342573721317,0.09291307781033231,0.3900119595344697,0.2989383103205228,0.10510752479861313,155,0.900937462695559,0.9007223872682951,0.8036420774175239,0.8171820104182481,0.8400625389022855,0.8525092953403824,0.04113571056867611
2815,0.011209678649902344,0.0006787111469470445,0.0017014503479003905,0.0002451064796983492,0.1,entropy,4,log2,8,"{'ccp_alpha': 0.1, 'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 8}",0.33942211665106536,0.33942211665106536,0.17511819922894495,0.09291307781033231,0.3883678186903087,0.26704866580634334,0.11310931289923427,302,0.9342439169288062,0.6975509659594981,0.8036420774175239,0.8788689527431562,0.8073677849769422,0.8243347396051852,0.07980500828913328
