,Name,Stage,Features Selected,Train MCC,Train Stdev,Test MCC,Test Stdev,Params
0,XGBoost Classifier,Baseline,572,0.8220754263002034,0.017542916672227314,0.37132291462284905,0.2467315086301661,"{'alpha': 0.0, 'gamma': 3, 'lambda': 1, 'max_depth': 2, 'n_estimators': 3, 'subsample': 1}"
1,XGBoost Classifier,rfe,4,0.633701151707659,0.04372111305539347,0.5504633752026687,0.23048218408115045,"{'alpha': 0.0, 'gamma': 0, 'lambda': 1, 'max_depth': 2, 'n_estimators': 2, 'subsample': 0.5}"
2,XGBoost Classifier,PCA 75% variance,1,0.6608042342985738,0.03735996945004648,0.426849689294248,0.25943494282176255,"{'alpha': 0.0, 'gamma': 0, 'lambda': 1, 'max_depth': 3, 'n_estimators': 19, 'subsample': 1}"
3,XGBoost Classifier,PCA 80% variance,2,0.6379965877149065,0.05578314594392134,0.5834152910110276,0.22128606651009947,"{'alpha': 0.0, 'gamma': 2, 'lambda': 1, 'max_depth': 2, 'n_estimators': 2, 'subsample': 1}"
4,XGBoost Classifier,PCA 85% variance,2,0.6379965877149065,0.05578314594392134,0.5834152910110276,0.22128606651009947,"{'alpha': 0.0, 'gamma': 2, 'lambda': 1, 'max_depth': 2, 'n_estimators': 2, 'subsample': 1}"
5,XGBoost Classifier,PCA 90% variance,2,0.6379965877149065,0.05578314594392134,0.5834152910110276,0.22128606651009947,"{'alpha': 0.0, 'gamma': 2, 'lambda': 1, 'max_depth': 2, 'n_estimators': 2, 'subsample': 1}"
6,XGBoost Classifier,PCA 95% variance,3,0.6011483371962575,0.05056992020493096,0.5700802136643969,0.11989841924605511,"{'alpha': 0.0, 'gamma': 1, 'lambda': 1, 'max_depth': 3, 'n_estimators': 2, 'subsample': 0.5}"
7,XGBoost Classifier,PCA 100% variance,4,0.6784588871948447,0.022663798968324968,0.558162877445967,0.21692998358550547,"{'alpha': 0.0, 'gamma': 1, 'lambda': 1, 'max_depth': 2, 'n_estimators': 2, 'subsample': 1}"
