,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_break_ties,param_class_weight,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
31,0.006505823135375977,0.0005480311801200697,0.006205034255981445,0.0005102858851717979,6,False,balanced,0.01,"{'C': 6, 'break_ties': False, 'class_weight': 'balanced', 'gamma': 0.01}",0.20965696734438366,0.17511819922894495,0.3733643283161719,0.3764037045814055,0.23183953503110719,0.2732765469004026,0.08491444248562756,65,0.9024397572846347,0.9345157057779773,0.8684560946443726,0.8734549701059562,0.9681218127178343,0.909397668106155,0.03767212093024961
43,0.006205463409423828,0.0008722198444173244,0.006405496597290039,0.00037452110882145727,6,True,balanced,0.01,"{'C': 6, 'break_ties': True, 'class_weight': 'balanced', 'gamma': 0.01}",0.20965696734438366,0.17511819922894495,0.3733643283161719,0.3764037045814055,0.23183953503110719,0.2732765469004026,0.08491444248562756,65,0.9024397572846347,0.9345157057779773,0.8684560946443726,0.8734549701059562,0.9681218127178343,0.909397668106155,0.03767212093024961
173,0.007506227493286133,0.001761948830345664,0.006205463409423828,0.00024526218312314495,36,False,,auto,"{'C': 36, 'break_ties': False, 'class_weight': None, 'gamma': 'auto'}",0.20965696734438366,0.0648370535579001,0.3296342573721317,0.3764037045814055,0.3137254901960784,0.2588514946103799,0.11126687001495889,69,0.9024397572846347,0.933804358978755,0.8683325963286448,0.8707473917001425,0.904205545176504,0.8959059298937362,0.02425327280701934
197,0.006505537033081055,1.784161275279017e-07,0.0063053607940673825,0.000600504920146309,41,False,,auto,"{'C': 41, 'break_ties': False, 'class_weight': None, 'gamma': 'auto'}",0.20965696734438366,0.0648370535579001,0.3296342573721317,0.3764037045814055,0.3137254901960784,0.2588514946103799,0.11126687001495889,69,0.9024397572846347,0.933804358978755,0.8683325963286448,0.8707473917001425,0.9366496721285885,0.902394755284153,0.029399832829388874
149,0.00660557746887207,0.0007355918247673462,0.006105232238769531,0.00037459746878765995,31,False,,auto,"{'C': 31, 'break_ties': False, 'class_weight': None, 'gamma': 'auto'}",0.20965696734438366,0.0648370535579001,0.3296342573721317,0.3764037045814055,0.3137254901960784,0.2588514946103799,0.11126687001495889,69,0.9024397572846347,0.933804358978755,0.8683325963286448,0.8381881011365533,0.904205545176504,0.8893940717810184,0.032946867654642525
161,0.006505584716796875,0.0003166572709575029,0.006505537033081055,0.0005479005109465848,31,True,,auto,"{'C': 31, 'break_ties': True, 'class_weight': None, 'gamma': 'auto'}",0.20965696734438366,0.0648370535579001,0.3296342573721317,0.3764037045814055,0.3137254901960784,0.2588514946103799,0.11126687001495889,69,0.9024397572846347,0.933804358978755,0.8683325963286448,0.8381881011365533,0.904205545176504,0.8893940717810184,0.032946867654642525
185,0.006305551528930664,0.0004004121634131672,0.006505775451660156,0.0005481181926310887,36,True,,auto,"{'C': 36, 'break_ties': True, 'class_weight': None, 'gamma': 'auto'}",0.20965696734438366,0.0648370535579001,0.3296342573721317,0.3764037045814055,0.3137254901960784,0.2588514946103799,0.11126687001495889,69,0.9024397572846347,0.933804358978755,0.8683325963286448,0.8707473917001425,0.904205545176504,0.8959059298937362,0.02425327280701934
209,0.006605625152587891,0.0004905145995326146,0.006505775451660156,0.0007077973183649622,41,True,,auto,"{'C': 41, 'break_ties': True, 'class_weight': None, 'gamma': 'auto'}",0.20965696734438366,0.0648370535579001,0.3296342573721317,0.3764037045814055,0.3137254901960784,0.2588514946103799,0.11126687001495889,69,0.9024397572846347,0.933804358978755,0.8683325963286448,0.8707473917001425,0.9366496721285885,0.902394755284153,0.029399832829388874
242,0.00660557746887207,0.0004901836678891501,0.007006120681762695,0.0013047151490096012,51,False,,0.001,"{'C': 51, 'break_ties': False, 'class_weight': None, 'gamma': 0.001}",0.20965696734438366,0.0648370535579001,0.3296342573721317,0.3764037045814055,0.3137254901960784,0.2588514946103799,0.11126687001495889,69,0.9024397572846347,0.900937462695559,0.8683325963286448,0.8381881011365533,0.904205545176504,0.8828206925243791,0.025970791793185746
254,0.006505727767944336,0.0003165065321225604,0.006605625152587891,0.0007356502521961724,51,True,,0.001,"{'C': 51, 'break_ties': True, 'class_weight': None, 'gamma': 0.001}",0.20965696734438366,0.0648370535579001,0.3296342573721317,0.3764037045814055,0.3137254901960784,0.2588514946103799,0.11126687001495889,69,0.9024397572846347,0.900937462695559,0.8683325963286448,0.8381881011365533,0.904205545176504,0.8828206925243791,0.025970791793185746
