,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ccp_alpha,param_criterion,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
967,0.016113805770874023,0.0006637872868659183,0.006705713272094726,0.0004003883073629926,0.0,entropy,3,sqrt,8,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 8}",0.2475368857441686,0.296078262731896,0.36991501890585793,0.31344533564348614,0.38714564455582035,0.3228242295162458,0.050648359104300655,42,0.9709901832329761,0.7347345749371708,0.8007355027034594,0.8863198458574181,0.79457548510045,0.837471118366295,0.08241101507389019
4899,0.010608959197998046,0.0003743425409258908,0.006305599212646484,0.00040031678180115247,0.2,entropy,8,sqrt,4,"{'ccp_alpha': 0.2, 'criterion': 'entropy', 'max_depth': 8, 'max_features': 'sqrt', 'n_estimators': 4}",0.3107907802540305,0.24618298195866545,0.22390553775994956,0.32377847216476696,0.4125347256243004,0.3034384995523426,0.06629244808713045,84,0.6199973219108432,0.5394346032824731,0.6199164225580397,0.8301142062244945,0.6797716773221137,0.6578468462595928,0.09700464354748743
2199,0.03573088645935059,0.001721881370060786,0.007306194305419922,0.0002448729246349353,0.1,gini,6,0.3,16,"{'ccp_alpha': 0.1, 'criterion': 'gini', 'max_depth': 6, 'max_features': 0.3, 'n_estimators': 16}",0.2156143862717941,0.296078262731896,0.296078262731896,0.32377847216476696,0.42519520276218714,0.3113489173325081,0.06744917606723047,67,0.9103926857192964,0.7917699767284891,0.735177470292948,0.7713439196196202,0.7943691670759924,0.8006106438872692,0.0588340912964417
197,0.01331157684326172,0.00040034071594705165,0.006605672836303711,0.00037453379103228305,0.0,gini,4,sqrt,6,"{'ccp_alpha': 0.0, 'criterion': 'gini', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 6}",0.3473299378728699,0.26111648393354675,0.4419799999392736,0.32377847216476696,0.2481702849716797,0.3244750357764274,0.06952261422100937,39,0.8559305716306299,0.8517850977197995,0.7624660880425034,0.8002471618389785,0.9136920786953154,0.8368241995854453,0.05170021510033434
3269,0.013811922073364258,0.0008724933632214068,0.00660548210144043,0.0004904952370388471,0.1,entropy,9,sqrt,6,"{'ccp_alpha': 0.1, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'n_estimators': 6}",0.3078967686872781,0.296078262731896,0.4478110755198991,0.29690930646974306,0.23288900389583278,0.3163168834609298,0.07086337245778446,56,0.851200596661576,0.8222071911539226,0.7013000671483607,0.832554564058184,0.8233381518182935,0.8061201141680675,0.05342944350548222
1934,0.029024648666381835,0.007823277629719546,0.01030902862548828,0.0036445755644613593,0.1,gini,4,sqrt,15,"{'ccp_alpha': 0.1, 'criterion': 'gini', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 15}",0.2970442628930023,0.11134044285378082,0.296078262731896,0.274981157418816,0.28886325786964756,0.25366147675342854,0.07159639758209638,258,0.704811396655061,0.5715656384273332,0.7646967630752872,0.7422407456548312,0.48102957532012225,0.6528688238265269,0.10893098233584243
2715,0.012610769271850586,0.003472882609356419,0.006405496597290039,0.0003744572662786879,0.1,entropy,3,log2,4,"{'ccp_alpha': 0.1, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 4}",0.3473299378728699,0.24618298195866545,0.13055824196677338,0.31344533564348614,0.2603778219616477,0.2595788638806885,0.07406518295729907,230,0.7407016437448309,0.5869278044186944,0.793830968299572,0.4287807246313267,0.7466121263145288,0.6593706534817906,0.13470342422353604
704,0.01771512031555176,0.001779191943496269,0.006806087493896484,0.00024534008118874424,0.0,gini,9,log2,9,"{'ccp_alpha': 0.0, 'criterion': 'gini', 'max_depth': 9, 'max_features': 'log2', 'n_estimators': 9}",0.4068407541644044,0.296078262731896,0.296078262731896,0.16757831697804315,0.23288900389583278,0.2798929201004145,0.0793266933873313,159,0.9414665343956051,0.9709901832329761,0.9708427648403896,0.9721760690511059,0.9424604706003655,0.9595872044240885,0.0144005470198055
1904,0.020217466354370116,0.0012094246212436017,0.009508132934570312,0.0045315717690955154,0.1,gini,3,0.3,9,"{'ccp_alpha': 0.1, 'criterion': 'gini', 'max_depth': 3, 'max_features': 0.3, 'n_estimators': 9}",0.13434332265596974,0.296078262731896,0.3207514512928874,0.32377847216476696,0.37052413631667824,0.28909512903243967,0.08103409898337068,126,0.8803227678538528,0.8229747623629855,0.7611718335981327,0.6623733574493744,0.6077450948060329,0.7469175632140755,0.10030107584937596
1615,0.026222610473632814,0.00653687103309461,0.006205272674560547,0.0002451259967330677,0.0,entropy,9,0.3,8,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 0.3, 'n_estimators': 8}",0.2475368857441686,0.38969154998823285,0.2727272727272727,0.20754716981132076,0.4381291446886951,0.31112640459193797,0.08780541689009215,69,0.9109339718658971,0.9137482416990038,0.94368353603505,0.9718096482468942,0.9127127852268342,0.9305776366147359,0.02391693289682471
