<<<<<<< HEAD
,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_break_ties,param_class_weight,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
19,0.0006005287170410157,0.00020005705103432543,0.0008005142211914062,0.0002452037711521282,5,True,balanced,0.01,"{'C': 5, 'break_ties': True, 'class_weight': 'balanced', 'gamma': 0.01}",0.07034685744158127,0.33942211665106536,0.6480207369953811,0.18340630783632506,0.638053287227101,0.37584986123029074,0.23431654203711297,23,0.902874325717846,0.8418144861385326,0.8368291661888548,0.8431744330505022,0.8746129942433835,0.8598610810678238,0.025307513000094997
7,0.0008007526397705078,0.0002452038175163527,0.0007002830505371093,0.00024524293652484005,5,False,balanced,0.01,"{'C': 5, 'break_ties': False, 'class_weight': 'balanced', 'gamma': 0.01}",0.07034685744158127,0.33942211665106536,0.6480207369953811,0.18340630783632506,0.638053287227101,0.37584986123029074,0.23431654203711297,23,0.902874325717846,0.8418144861385326,0.8368291661888548,0.8431744330505022,0.8746129942433835,0.8598610810678238,0.025307513000094997
11,0.0009008407592773438,0.00037450820761586456,0.00050048828125,9.536743164062499e-08,5,False,balanced,auto,"{'C': 5, 'break_ties': False, 'class_weight': 'balanced', 'gamma': 'auto'}",0.03225806451612903,0.33942211665106536,0.6480207369953811,0.2669258885993638,0.7050239879106326,0.3983301589345144,0.24946042071809607,17,0.9680881624446643,0.902874325717846,0.901267465327993,0.9086028924839914,0.9681218127178343,0.9297909317384658,0.03137820625722922
23,0.0008006572723388671,0.00024512595035412386,0.001000833511352539,1.784161275279017e-07,5,True,balanced,auto,"{'C': 5, 'break_ties': True, 'class_weight': 'balanced', 'gamma': 'auto'}",0.03225806451612903,0.33942211665106536,0.6480207369953811,0.2669258885993638,0.7050239879106326,0.3983301589345144,0.24946042071809607,17,0.9680881624446643,0.902874325717846,0.901267465327993,0.9086028924839914,0.9681218127178343,0.9297909317384658,0.03137820625722922
141,0.0010008811950683594,2.611744678045111e-07,0.0010009288787841796,2.78041453115716e-07,500,True,balanced,0.0001,"{'C': 500, 'break_ties': True, 'class_weight': 'balanced', 'gamma': 0.0001}",0.07034685744158127,0.1466471150213533,0.6480207369953811,0.18340630783632506,0.7050239879106326,0.35068900104105466,0.26913481837165903,33,0.9375840142535408,0.8761721386241096,0.8368291661888548,0.8431744330505022,0.8746129942433835,0.8736745492720782,0.03571940002248488
56,0.0009007453918457031,0.00020015247525593619,0.0009008407592773438,0.00020008092840246626,50,False,balanced,0.001,"{'C': 50, 'break_ties': False, 'class_weight': 'balanced', 'gamma': 0.001}",0.07034685744158127,0.1466471150213533,0.6480207369953811,0.18340630783632506,0.7050239879106326,0.35068900104105466,0.26913481837165903,33,0.9375840142535408,0.8761721386241096,0.8368291661888548,0.8431744330505022,0.8746129942433835,0.8736745492720782,0.03571940002248488
68,0.0006003856658935546,0.0002001286405081905,0.000900888442993164,0.00037452110882145727,50,True,balanced,0.001,"{'C': 50, 'break_ties': True, 'class_weight': 'balanced', 'gamma': 0.001}",0.07034685744158127,0.1466471150213533,0.6480207369953811,0.18340630783632506,0.7050239879106326,0.35068900104105466,0.26913481837165903,33,0.9375840142535408,0.8761721386241096,0.8368291661888548,0.8431744330505022,0.8746129942433835,0.8736745492720782,0.03571940002248488
129,0.0009007930755615234,0.00020017629580703662,0.000900888442993164,0.0002002240078992451,500,False,balanced,0.0001,"{'C': 500, 'break_ties': False, 'class_weight': 'balanced', 'gamma': 0.0001}",0.07034685744158127,0.1466471150213533,0.6480207369953811,0.18340630783632506,0.7050239879106326,0.35068900104105466,0.26913481837165903,33,0.9375840142535408,0.8761721386241096,0.8368291661888548,0.8431744330505022,0.8746129942433835,0.8736745492720782,0.03571940002248488
17,0.0006005764007568359,0.00020003332995113015,0.0007006168365478515,0.0002450675151899575,5,True,,auto,"{'C': 5, 'break_ties': True, 'class_weight': None, 'gamma': 'auto'}",0.49813548138671787,0.33942211665106536,0.0,0.6537014466829248,0.8648398790619387,0.4712197847565293,0.29270445885552715,7,0.8683325963286448,0.8359235311216594,0.7332395322404621,0.8469967210205018,0.7751618178975306,0.8119308397217597,0.05006137484975289
5,0.0006003856658935546,0.00020000942416433423,0.0007007122039794922,0.00024518445505355003,5,False,,auto,"{'C': 5, 'break_ties': False, 'class_weight': None, 'gamma': 'auto'}",0.49813548138671787,0.33942211665106536,0.0,0.6537014466829248,0.8648398790619387,0.4712197847565293,0.29270445885552715,7,0.8683325963286448,0.8359235311216594,0.7332395322404621,0.8469967210205018,0.7751618178975306,0.8119308397217597,0.05006137484975289
=======
,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_break_ties,param_class_weight,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
19,0.0006005287170410157,0.00020005705103432543,0.0008005142211914062,0.0002452037711521282,5,True,balanced,0.01,"{'C': 5, 'break_ties': True, 'class_weight': 'balanced', 'gamma': 0.01}",0.07034685744158127,0.33942211665106536,0.6480207369953811,0.18340630783632506,0.638053287227101,0.37584986123029074,0.23431654203711297,23,0.902874325717846,0.8418144861385326,0.8368291661888548,0.8431744330505022,0.8746129942433835,0.8598610810678238,0.025307513000094997
7,0.0008007526397705078,0.0002452038175163527,0.0007002830505371093,0.00024524293652484005,5,False,balanced,0.01,"{'C': 5, 'break_ties': False, 'class_weight': 'balanced', 'gamma': 0.01}",0.07034685744158127,0.33942211665106536,0.6480207369953811,0.18340630783632506,0.638053287227101,0.37584986123029074,0.23431654203711297,23,0.902874325717846,0.8418144861385326,0.8368291661888548,0.8431744330505022,0.8746129942433835,0.8598610810678238,0.025307513000094997
11,0.0009008407592773438,0.00037450820761586456,0.00050048828125,9.536743164062499e-08,5,False,balanced,auto,"{'C': 5, 'break_ties': False, 'class_weight': 'balanced', 'gamma': 'auto'}",0.03225806451612903,0.33942211665106536,0.6480207369953811,0.2669258885993638,0.7050239879106326,0.3983301589345144,0.24946042071809607,17,0.9680881624446643,0.902874325717846,0.901267465327993,0.9086028924839914,0.9681218127178343,0.9297909317384658,0.03137820625722922
