,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_break_ties,param_class_weight,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
433,0.0003299236297607422,1.0058212721538139e-05,0.0003414154052734375,7.97758683792039e-06,91,False,,0.01,"{'C': 91, 'break_ties': False, 'class_weight': None, 'gamma': 0.01}",0.14976057446828844,0.11195276887997478,0.6565706694547585,0.0,0.4008918628686366,0.26383517513433163,0.23609997189186743,18,0.9126241878970736,0.9411699592471003,0.9126241878970736,0.9712820460223335,0.8873122608375259,0.9250025283802212,0.0287408506056982
349,0.00032477378845214845,9.006291410875988e-06,0.00039997100830078123,2.7417099974565606e-06,71,True,,0.01,"{'C': 71, 'break_ties': True, 'class_weight': None, 'gamma': 0.01}",0.14976057446828844,0.11195276887997478,0.6565706694547585,0.0,0.4008918628686366,0.26383517513433163,0.23609997189186743,18,0.9126241878970736,0.9411699592471003,0.9126241878970736,0.9712820460223335,0.8873122608375259,0.9250025283802212,0.0287408506056982
409,0.00032749176025390623,8.0097288507828e-06,0.0003358364105224609,2.0095164781289555e-06,86,False,,0.01,"{'C': 86, 'break_ties': False, 'class_weight': None, 'gamma': 0.01}",0.14976057446828844,0.11195276887997478,0.6565706694547585,0.0,0.4008918628686366,0.26383517513433163,0.23609997189186743,18,0.9126241878970736,0.9411699592471003,0.9126241878970736,0.9712820460223335,0.8873122608375259,0.9250025283802212,0.0287408506056982
421,0.0003271579742431641,8.679746172634342e-06,0.00039801597595214846,9.259239604990524e-06,86,True,,0.01,"{'C': 86, 'break_ties': True, 'class_weight': None, 'gamma': 0.01}",0.14976057446828844,0.11195276887997478,0.6565706694547585,0.0,0.4008918628686366,0.26383517513433163,0.23609997189186743,18,0.9126241878970736,0.9411699592471003,0.9126241878970736,0.9712820460223335,0.8873122608375259,0.9250025283802212,0.0287408506056982
361,0.0006727695465087891,0.00039855627127760004,0.0022310256958007813,0.0033488968995815972,76,False,,0.01,"{'C': 76, 'break_ties': False, 'class_weight': None, 'gamma': 0.01}",0.14976057446828844,0.11195276887997478,0.6565706694547585,0.0,0.4008918628686366,0.26383517513433163,0.23609997189186743,18,0.9126241878970736,0.9411699592471003,0.9126241878970736,0.9712820460223335,0.8873122608375259,0.9250025283802212,0.0287408506056982
445,0.00036296844482421877,4.8077057704338006e-05,0.00042276382446289064,3.132330189893953e-05,91,True,,0.01,"{'C': 91, 'break_ties': True, 'class_weight': None, 'gamma': 0.01}",0.14976057446828844,0.11195276887997478,0.6565706694547585,0.0,0.4008918628686366,0.26383517513433163,0.23609997189186743,18,0.9126241878970736,0.9411699592471003,0.9126241878970736,0.9712820460223335,0.8873122608375259,0.9250025283802212,0.0287408506056982
457,0.00035042762756347655,2.9382379128270493e-05,0.0003552436828613281,1.2076318786339199e-05,96,False,,0.01,"{'C': 96, 'break_ties': False, 'class_weight': None, 'gamma': 0.01}",0.14976057446828844,0.11195276887997478,0.6565706694547585,0.0,0.4008918628686366,0.26383517513433163,0.23609997189186743,18,0.9126241878970736,0.9702764241021617,0.9126241878970736,0.9712820460223335,0.8873122608375259,0.9308238213512336,0.03390895168367594
385,0.00032415390014648435,4.2156288347817124e-06,0.0003436088562011719,5.191615884003816e-06,81,False,,0.01,"{'C': 81, 'break_ties': False, 'class_weight': None, 'gamma': 0.01}",0.14976057446828844,0.11195276887997478,0.6565706694547585,0.0,0.4008918628686366,0.26383517513433163,0.23609997189186743,18,0.9126241878970736,0.9411699592471003,0.9126241878970736,0.9712820460223335,0.8873122608375259,0.9250025283802212,0.0287408506056982
373,0.000693368911743164,0.00042262035635844006,0.0012608051300048828,0.0012953702667719254,76,True,,0.01,"{'C': 76, 'break_ties': True, 'class_weight': None, 'gamma': 0.01}",0.14976057446828844,0.11195276887997478,0.6565706694547585,0.0,0.4008918628686366,0.26383517513433163,0.23609997189186743,18,0.9126241878970736,0.9411699592471003,0.9126241878970736,0.9712820460223335,0.8873122608375259,0.9250025283802212,0.0287408506056982
397,0.0003290653228759766,3.4955773941252236e-06,0.0004009246826171875,3.896083491480923e-06,81,True,,0.01,"{'C': 81, 'break_ties': True, 'class_weight': None, 'gamma': 0.01}",0.14976057446828844,0.11195276887997478,0.6565706694547585,0.0,0.4008918628686366,0.26383517513433163,0.23609997189186743,18,0.9126241878970736,0.9411699592471003,0.9126241878970736,0.9712820460223335,0.8873122608375259,0.9250025283802212,0.0287408506056982
469,0.0003696918487548828,4.473474680937677e-05,0.00043425559997558596,3.132119673831687e-05,96,True,,0.01,"{'C': 96, 'break_ties': True, 'class_weight': None, 'gamma': 0.01}",0.14976057446828844,0.11195276887997478,0.6565706694547585,0.0,0.4008918628686366,0.26383517513433163,0.23609997189186743,18,0.9126241878970736,0.9702764241021617,0.9126241878970736,0.9712820460223335,0.8873122608375259,0.9308238213512336,0.03390895168367594
