,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_break_ties,param_class_weight,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
18,0.0010009288787841796,0.00031658200387957465,0.001100635528564453,0.00037483955184216026,5,True,balanced,0.1,"{'C': 5, 'break_ties': True, 'class_weight': 'balanced', 'gamma': 0.1}",0.24608103457202238,0.3388226069985336,0.3157210656122699,0.38399085873473177,0.4498677054212187,0.3468966542677553,0.06808805199540274,28,0.935340022296544,0.8414824665856101,0.8717445079777405,0.8446327598675388,0.9053832129542975,0.8797165939363462,0.03608051877710748
6,0.0010010242462158204,3.568322550558034e-07,0.001100921630859375,0.00020031943204312203,5,False,balanced,0.1,"{'C': 5, 'break_ties': False, 'class_weight': 'balanced', 'gamma': 0.1}",0.24608103457202238,0.3388226069985336,0.3951612903225806,0.38399085873473177,0.4498677054212187,0.36278469920981743,0.06822803240271132,23,0.935340022296544,0.8414824665856101,0.8717445079777405,0.8446327598675388,0.9053832129542975,0.8797165939363462,0.03608051877710748
146,0.0008008480072021484,0.00040018582294333176,0.0009006500244140625,0.0002002240078992451,1000,False,,0.001,"{'C': 1000, 'break_ties': False, 'class_weight': None, 'gamma': 0.001}",0.3574523428645487,0.3733643283161719,0.3427101402346148,0.5346670861496433,0.4010620662570349,0.40185119276440273,0.06916806729874271,17,0.935340022296544,0.8375500894631422,0.8740153421998172,0.8739918266774612,0.9688622498696908,0.8979519061013311,0.047374195584888805
158,0.0009007930755615234,0.00020005710786152598,0.0011009693145751954,0.00020029552634761794,1000,True,,0.001,"{'C': 1000, 'break_ties': True, 'class_weight': None, 'gamma': 0.001}",0.3574523428645487,0.3733643283161719,0.3427101402346148,0.5346670861496433,0.4010620662570349,0.40185119276440273,0.06916806729874271,17,0.935340022296544,0.8375500894631422,0.8740153421998172,0.8739918266774612,0.9688622498696908,0.8979519061013311,0.047374195584888805
53,0.000900888442993164,0.00020022400789924513,0.0010007858276367188,1.1680077279964343e-07,50,False,,auto,"{'C': 50, 'break_ties': False, 'class_weight': None, 'gamma': 'auto'}",0.3574523428645487,0.5161290322580645,0.3427101402346148,0.5346670861496433,0.5288981043238034,0.4559713411661349,0.08679213503938499,1,0.9024397572846347,0.8032113862602399,0.8406953471862643,0.8424263622307109,0.9078927822450009,0.8593331270413701,0.03999769245098958
65,0.0009008407592773438,0.00037444454504226266,0.00170135498046875,0.0011673243506278895,50,True,,auto,"{'C': 50, 'break_ties': True, 'class_weight': None, 'gamma': 'auto'}",0.3574523428645487,0.5161290322580645,0.3427101402346148,0.5346670861496433,0.5288981043238034,0.4559713411661349,0.08679213503938499,1,0.9024397572846347,0.8032113862602399,0.8406953471862643,0.8424263622307109,0.9078927822450009,0.8593331270413701,0.03999769245098958
73,0.0008008480072021484,0.0002451844086856641,0.0010007858276367188,0.0003164310423648282,100,False,,0.01,"{'C': 100, 'break_ties': False, 'class_weight': None, 'gamma': 0.01}",0.3574523428645487,0.5161290322580645,0.3427101402346148,0.5346670861496433,0.5288981043238034,0.4559713411661349,0.08679213503938499,1,0.935340022296544,0.8375500894631422,0.8740153421998172,0.8739918266774612,0.9688622498696908,0.8979519061013311,0.047374195584888805
85,0.0008005619049072266,0.0002451453823632284,0.001100921630859375,0.00020020010216655938,100,True,,0.01,"{'C': 100, 'break_ties': True, 'class_weight': None, 'gamma': 0.01}",0.3574523428645487,0.5161290322580645,0.3427101402346148,0.5346670861496433,0.5288981043238034,0.4559713411661349,0.08679213503938499,1,0.935340022296544,0.8375500894631422,0.8740153421998172,0.8739918266774612,0.9688622498696908,0.8979519061013311,0.047374195584888805
122,0.00050048828125,9.536743164062499e-08,0.001000690460205078,9.536743164062499e-08,500,False,,0.001,"{'C': 500, 'break_ties': False, 'class_weight': None, 'gamma': 0.001}",0.19572034031470317,0.4220811446494876,0.3427101402346148,0.5346670861496433,0.5288981043238034,0.4048153631344504,0.1265969123808572,13,0.8698664698574322,0.7705870364216296,0.8406953471862643,0.8424263622307109,0.9078927822450009,0.8462935995882075,0.04500648659458951
134,0.0009007453918457031,0.000374482719598458,0.0012010574340820313,0.000245262183123145,500,True,,0.001,"{'C': 500, 'break_ties': True, 'class_weight': None, 'gamma': 0.001}",0.19572034031470317,0.4220811446494876,0.3427101402346148,0.5346670861496433,0.5288981043238034,0.4048153631344504,0.1265969123808572,13,0.8698664698574322,0.7705870364216296,0.8406953471862643,0.8424263622307109,0.9078927822450009,0.8462935995882075,0.04500648659458951
