,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_break_ties,param_class_weight,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
131,0.0013010501861572266,0.00024518445505355003,0.0010008811950683594,2.611744678045111e-07,26,False,balanced,auto,"{'C': 26, 'break_ties': False, 'class_weight': 'balanced', 'gamma': 'auto'}",0.3574523428645487,0.4220811446494876,0.5161290322580645,0.47915742374995496,0.4498677054212187,0.4449375297886549,0.05373938978276224,83,0.9039490821578099,0.8717445079777405,0.8717445079777405,0.8509192410871438,0.9383972583873866,0.8873509195175643,0.03064511403340845
368,0.001401519775390625,0.0002004385207203309,0.0010006427764892578,1.5078914929239175e-07,76,False,balanced,0.001,"{'C': 76, 'break_ties': False, 'class_weight': 'balanced', 'gamma': 0.001}",0.3574523428645487,0.4220811446494876,0.5161290322580645,0.47915742374995496,0.4498677054212187,0.4449375297886549,0.05373938978276224,83,0.9039490821578099,0.8386166333370574,0.8717445079777405,0.8509192410871438,0.9079022280127491,0.8746263385145001,0.02769165361371564
380,0.001801443099975586,0.00040040017593981613,0.0019017696380615235,0.001563401996228036,76,True,balanced,0.001,"{'C': 76, 'break_ties': True, 'class_weight': 'balanced', 'gamma': 0.001}",0.3574523428645487,0.4220811446494876,0.5161290322580645,0.47915742374995496,0.4498677054212187,0.4449375297886549,0.05373938978276224,83,0.9039490821578099,0.8386166333370574,0.8717445079777405,0.8509192410871438,0.9079022280127491,0.8746263385145001,0.02769165361371564
143,0.0010007858276367188,0.0003164311142204995,0.0010010242462158204,0.0003165818315081312,26,True,balanced,auto,"{'C': 26, 'break_ties': True, 'class_weight': 'balanced', 'gamma': 'auto'}",0.3574523428645487,0.4220811446494876,0.5161290322580645,0.47915742374995496,0.4498677054212187,0.4449375297886549,0.05373938978276224,83,0.9039490821578099,0.8717445079777405,0.8717445079777405,0.8509192410871438,0.9383972583873866,0.8873509195175643,0.03064511403340845
392,0.001601266860961914,0.0004901641856322465,0.001101064682006836,0.0002002478426503818,81,False,balanced,0.001,"{'C': 81, 'break_ties': False, 'class_weight': 'balanced', 'gamma': 0.001}",0.3574523428645487,0.4220811446494876,0.5161290322580645,0.47915742374995496,0.4498677054212187,0.4449375297886549,0.05373938978276224,83,0.9039490821578099,0.8386166333370574,0.8717445079777405,0.8509192410871438,0.9383972583873866,0.8807253445894275,0.03635270120179372
404,0.0012011051177978516,0.0002453207109439928,0.001501178741455078,2.86102294921875e-07,81,True,balanced,0.001,"{'C': 81, 'break_ties': True, 'class_weight': 'balanced', 'gamma': 0.001}",0.3574523428645487,0.4220811446494876,0.5161290322580645,0.47915742374995496,0.4498677054212187,0.4449375297886549,0.05373938978276224,83,0.9039490821578099,0.8386166333370574,0.8717445079777405,0.8509192410871438,0.9383972583873866,0.8807253445894275,0.03635270120179372
416,0.0018015384674072265,0.0008724276733621747,0.0014012813568115234,0.0004903881663102278,86,False,balanced,0.001,"{'C': 86, 'break_ties': False, 'class_weight': 'balanced', 'gamma': 0.001}",0.3574523428645487,0.5161290322580645,0.5161290322580645,0.47915742374995496,0.4498677054212187,0.4637471073103702,0.0586795104284505,70,0.9039490821578099,0.8717445079777405,0.8717445079777405,0.8509192410871438,0.9383972583873866,0.8873509195175643,0.03064511403340845
428,0.0015012741088867188,2.78041453115716e-07,0.001000833511352539,2.3360154559928684e-07,86,True,balanced,0.001,"{'C': 86, 'break_ties': True, 'class_weight': 'balanced', 'gamma': 0.001}",0.3574523428645487,0.5161290322580645,0.5161290322580645,0.47915742374995496,0.4498677054212187,0.4637471073103702,0.0586795104284505,70,0.9039490821578099,0.8717445079777405,0.8717445079777405,0.8509192410871438,0.9383972583873866,0.8873509195175643,0.03064511403340845
386,0.001000833511352539,9.536743164062499e-08,0.0012012004852294921,0.00040016179998450155,81,False,,0.001,"{'C': 81, 'break_ties': False, 'class_weight': None, 'gamma': 0.001}",0.49813548138671787,0.492552054996952,0.4762504762507144,0.7002186247515697,0.5901180354118041,0.5514549345595516,0.08437261966301621,14,0.9024397572846347,0.8359456117845957,0.8354084005096911,0.7782832728779348,0.840904482623226,0.8385963050160165,0.03933488232314819
296,0.0014009475708007812,0.00020015247525593619,0.0010010242462158204,1.9073486328125e-07,61,False,balanced,0.001,"{'C': 61, 'break_ties': False, 'class_weight': 'balanced', 'gamma': 0.001}",0.3574523428645487,0.3388226069985336,0.5161290322580645,0.5567306167185677,0.4498677054212187,0.4438004608521866,0.08543746377556713,89,0.8733193766064616,0.8386166333370574,0.8717445079777405,0.8509192410871438,0.9079022280127491,0.8685003974042305,0.02361519630041383
308,0.0012010097503662109,0.00024530111670978654,0.0009007930755615234,0.00020029546958806073,61,True,balanced,0.001,"{'C': 61, 'break_ties': True, 'class_weight': 'balanced', 'gamma': 0.001}",0.3574523428645487,0.3388226069985336,0.5161290322580645,0.5567306167185677,0.4498677054212187,0.4438004608521866,0.08543746377556713,89,0.8733193766064616,0.8386166333370574,0.8717445079777405,0.8509192410871438,0.9079022280127491,0.8685003974042305,0.02361519630041383
