,Features Selected,Train Accuracy Score,Train MCC Score,Test Accuracy Score,Test MCC Score
0,28.0,0.45616598480420806,0.0,0.44952380952380955,0.0
1,57.0,0.4800116890707189,0.13821107772261715,0.44952380952380955,0.0
2,85.0,0.4902396259497369,0.18996033127286066,0.43619047619047624,-0.029607826273189603
3,114.0,0.5142022209234366,0.28498285196524575,0.43619047619047624,-0.029607826273189603
4,143.0,0.5176504967855056,0.2995574891200673,0.43619047619047624,-0.029607826273189603
5,171.0,0.5381648158971363,0.3449449693859383,0.43619047619047624,-0.029607826273189603
6,200.0,0.5518994739918177,0.37560433178077,0.43619047619047624,-0.029607826273189603
7,228.0,0.5725306838106371,0.40714080032898325,0.43619047619047624,-0.029607826273189603
8,257.0,0.6000584453535944,0.44749406945077935,0.43619047619047624,-0.029607826273189603
9,286.0,0.620572764465225,0.48233267853086514,0.44952380952380955,0.02132007163556104
