,Features Selected,Train Accuracy Score,Train MCC Score,Test Accuracy Score,Test MCC Score
0,28.0,0.6370543541788428,0.07120729674835051,0.6304761904761904,0.0
1,57.0,0.6849210987726476,0.31617224132180166,0.6447619047619048,0.12248428503181992
2,85.0,0.7090005844535359,0.4063326914874537,0.6714285714285715,0.2644826713374434
3,114.0,0.7123904149620104,0.4163403883910396,0.6580952380952381,0.22427120766346298
4,143.0,0.7638807714786674,0.5355848126055921,0.6438095238095237,0.17378339123372286
5,171.0,0.7913500876680304,0.5924306978833119,0.6438095238095237,0.1568122854011696
6,200.0,0.8666277030976038,0.745720313831234,0.6571428571428571,0.1885549583483001
7,228.0,0.897428404441847,0.8065181160504935,0.699047619047619,0.36297088861508253
8,257.0,0.9179427235534774,0.8456251666823938,0.6857142857142857,0.3312282156679521
9,286.0,0.9213909994155465,0.8520172475828725,0.7133333333333333,0.41048535248287027
