,Features Selected,Train Accuracy Score,Train MCC Score,Test Accuracy Score,Test MCC Score
0,28.0,0.24868497954412624,0.055454825496307404,0.25142857142857145,0.0
1,57.0,0.2452951490356517,0.04711043647324687,0.25142857142857145,0.0
2,85.0,0.2554646405610754,0.0714550816605398,0.25142857142857145,0.0
3,114.0,0.25885447106955,0.07887990418918114,0.25142857142857145,0.0
4,143.0,0.25885447106955,0.07839418754386028,0.25142857142857145,0.0
5,171.0,0.25885447106955,0.07839418754386028,0.25142857142857145,0.0
6,200.0,0.25885447106955,0.07887990418918114,0.25142857142857145,0.0
7,228.0,0.25885447106955,0.0781464131493691,0.25142857142857145,0.0
8,257.0,0.25885447106955,0.07887990418918114,0.25142857142857145,0.0
9,286.0,0.25885447106955,0.07887990418918114,0.25142857142857145,0.0
