,Features Selected,Train Accuracy Score,Train MCC Score,Test Accuracy Score,Test MCC Score
0,28.0,0.5479836353009936,0.0,0.5485714285714286,0.0
1,57.0,0.5479836353009936,0.0,0.5485714285714286,0.0
2,85.0,0.5514319111630626,0.03027312570260085,0.5485714285714286,0.0
3,114.0,0.5686732904734073,0.1268457904005748,0.5485714285714286,0.0
4,143.0,0.5891291642314437,0.21334559413406784,0.5485714285714286,0.019738550848793068
5,171.0,0.5925189947399183,0.22850546081980988,0.5761904761904761,0.14566664189467138
6,200.0,0.5891291642314437,0.21129894106524127,0.562857142857143,0.08645098934829218
7,228.0,0.5891291642314437,0.21129894106524127,0.5761904761904761,0.14566664189467138
8,257.0,0.5891291642314437,0.21129894106524127,0.5761904761904761,0.14566664189467138
9,286.0,0.5891291642314437,0.20925526947569667,0.5761904761904761,0.14566664189467138
