,Features Selected,Train Accuracy Score,Train MCC Score,Test Accuracy Score,Test MCC Score
0,28.0,0.6164815897136179,0.0,0.6171428571428571,0.0
1,57.0,0.6472238457042666,0.21354694429415835,0.6304761904761904,0.08485552916276634
2,85.0,0.6610169491525424,0.2597056794226382,0.6580952380952381,0.2214385178978599
3,114.0,0.6952659263588544,0.37410199103268243,0.6723809523809523,0.2619454312264029
4,143.0,0.7021040327293979,0.4004181023098745,0.6723809523809523,0.2619454312264029
5,171.0,0.705552308591467,0.4094542126053172,0.6723809523809523,0.2619454312264029
6,200.0,0.7158386908240795,0.4368872452956887,0.6723809523809523,0.2619454312264029
7,228.0,0.7671537112799532,0.5523479232407791,0.6723809523809523,0.2619454312264029
8,257.0,0.7808299240210405,0.5810512158599486,0.6723809523809523,0.2575610713962851
9,286.0,0.7911747516072473,0.6025503264571709,0.6723809523809523,0.2575610713962851
