,Features Selected,Train Accuracy Score,Train MCC Score,Test Accuracy Score,Test MCC Score
0,28.0,0.6885447106954997,0.4217379769274229,0.6457142857142857,0.3428005016902091
1,57.0,0.7227352425482174,0.49297397119629827,0.6457142857142857,0.3415221559514632
2,85.0,0.7227352425482174,0.49546121515691705,0.6171428571428571,0.2772418060866298
3,114.0,0.7160140268848627,0.4824037500457087,0.6314285714285715,0.3025552571486942
4,143.0,0.7159555815312683,0.48634436751180143,0.6047619047619047,0.25033196036198485
5,171.0,0.7193454120397428,0.4929597666587873,0.6047619047619047,0.25033196036198485
6,200.0,0.7193454120397428,0.4929597666587873,0.6047619047619047,0.25033196036198485
7,228.0,0.7193454120397428,0.4929597666587873,0.6047619047619047,0.25033196036198485
8,257.0,0.7193454120397428,0.4929597666587873,0.6047619047619047,0.25033196036198485
9,286.0,0.7193454120397428,0.4929597666587873,0.6047619047619047,0.25033196036198485
