,Features Selected,Train Accuracy Score,Train MCC Score,Test Accuracy Score,Test MCC Score
0,28.0,0.7636469900642898,0.6095477546836047,0.6714285714285715,0.4611928514735383
1,57.0,0.7739333722969024,0.6292704598220743,0.6428571428571429,0.4138822108155679
2,85.0,0.777323202805377,0.6351991327837692,0.6285714285714284,0.38660948354284064
3,114.0,0.7739333722969024,0.6292704598220743,0.6428571428571429,0.4138822108155679
4,143.0,0.7739333722969024,0.6292704598220743,0.6428571428571429,0.4138822108155679
5,171.0,0.7739333722969024,0.6292704598220743,0.6428571428571429,0.4138822108155679
6,200.0,0.7739333722969024,0.6292704598220743,0.6428571428571429,0.4138822108155679
7,228.0,0.7669783752191701,0.6127001003143404,0.6285714285714286,0.3905281756438109
8,257.0,0.7669783752191701,0.6127001003143404,0.6285714285714286,0.3905281756438109
9,286.0,0.7772063120981882,0.6310015865423548,0.5895238095238096,0.32968699118793
