,Features Selected,Train Accuracy Score,Train MCC Score,Test Accuracy Score,Test MCC Score
0,28.0,0.8458796025715956,0.7027178413124812,0.7809523809523811,0.5652942474505372
1,57.0,0.8595558153126825,0.7313270424327738,0.7952380952380953,0.5922330145000039
2,85.0,0.8630040911747516,0.7384098316428147,0.7666666666666667,0.5324416154537464
3,114.0,0.859614260666277,0.7316815140375976,0.7952380952380953,0.5932998491310973
4,143.0,0.8595558153126825,0.7308020339901009,0.7952380952380953,0.5932998491310973
5,171.0,0.8630040911747516,0.7381429953917616,0.7685714285714285,0.5503275762054043
6,200.0,0.8630040911747516,0.7387962319642218,0.7266666666666667,0.47396491351633135
7,228.0,0.8630040911747516,0.7396487089525396,0.740952380952381,0.5003225322749716
8,257.0,0.8766803039158386,0.765827302961704,0.7542857142857142,0.5193650420511822
9,286.0,0.8766803039158386,0.765827302961704,0.7542857142857142,0.5193650420511822
