<<<<<<< HEAD
,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_gamma,param_lambda,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
5206,0.015313339233398438,0.00040016177157428304,0.0021018505096435545,0.00020029558310715907,0.2,0,1,2,12,0.5,"{'alpha': 0.2, 'gamma': 0, 'lambda': 1, 'max_depth': 2, 'n_estimators': 12, 'subsample': 0.5}",0.39285714285714285,0.31133467586669866,0.3574523428645487,0.3605894301939455,0.2744302150984869,0.3393327613761646,0.041572245359099286,2539,0.7355683226701418,0.76308816365548,0.7990343761034719,0.8057749136808069,0.904205545176504,0.8015342642572809,0.05726295936269879
5638,0.01521296501159668,0.0005103325799201324,0.0025023460388183595,0.0003165818315081312,0.2,0,5,2,12,0.5,"{'alpha': 0.2, 'gamma': 0, 'lambda': 5, 'max_depth': 2, 'n_estimators': 12, 'subsample': 0.5}",0.39285714285714285,0.31133467586669866,0.3574523428645487,0.3605894301939455,0.2744302150984869,0.3393327613761646,0.041572245359099286,2539,0.7355683226701418,0.76308816365548,0.7990343761034719,0.8057749136808069,0.904205545176504,0.8015342642572809,0.05726295936269879
6070,0.015313053131103515,0.0006788447718410409,0.002602291107177734,0.0004903296673987,0.2,0,9,2,12,0.5,"{'alpha': 0.2, 'gamma': 0, 'lambda': 9, 'max_depth': 2, 'n_estimators': 12, 'subsample': 0.5}",0.39285714285714285,0.31133467586669866,0.3574523428645487,0.3605894301939455,0.2744302150984869,0.3393327613761646,0.041572245359099286,2539,0.7355683226701418,0.76308816365548,0.7990343761034719,0.8057749136808069,0.904205545176504,0.8015342642572809,0.05726295936269879
7380,0.02211894989013672,0.0005835763841305915,0.0024023056030273438,0.0002001525320560439,0.2,1,9,2,19,0.5,"{'alpha': 0.2, 'gamma': 1, 'lambda': 9, 'max_depth': 2, 'n_estimators': 19, 'subsample': 0.5}",0.38575837490522974,0.33942211665106536,0.5006476220603214,0.34992710611188255,0.2669258885993638,0.36853622166557254,0.0765096265247506,1318,0.7004787256569951,0.834404865555095,0.7633909408849451,0.7042087881725547,0.8050846350242088,0.7615135910587597,0.053337029240008105
6948,0.02201876640319824,0.000547944066650491,0.0023019790649414064,0.00040032864681882504,0.2,1,5,2,19,0.5,"{'alpha': 0.2, 'gamma': 1, 'lambda': 5, 'max_depth': 2, 'n_estimators': 19, 'subsample': 0.5}",0.38575837490522974,0.33942211665106536,0.5006476220603214,0.34992710611188255,0.2669258885993638,0.36853622166557254,0.0765096265247506,1318,0.7004787256569951,0.834404865555095,0.7633909408849451,0.7042087881725547,0.8050846350242088,0.7615135910587597,0.053337029240008105
6516,0.02181868553161621,0.0005104728612460534,0.0023018360137939454,0.0002450091496108039,0.2,1,1,2,19,0.5,"{'alpha': 0.2, 'gamma': 1, 'lambda': 1, 'max_depth': 2, 'n_estimators': 19, 'subsample': 0.5}",0.38575837490522974,0.33942211665106536,0.5006476220603214,0.34992710611188255,0.2669258885993638,0.36853622166557254,0.0765096265247506,1318,0.7004787256569951,0.834404865555095,0.7633909408849451,0.7042087881725547,0.8050846350242088,0.7615135910587597,0.053337029240008105
2036,0.021518754959106445,0.003149297677515696,0.002301788330078125,0.0002450675615799602,0.0,1,5,8,11,0.5,"{'alpha': 0.0, 'gamma': 1, 'lambda': 5, 'max_depth': 8, 'n_estimators': 11, 'subsample': 0.5}",0.39285714285714285,0.33942211665106536,0.31750031750047625,0.554051251343814,0.2669258885993638,0.3741513433903724,0.09861707752187177,1231,0.7368221355757593,0.834404865555095,0.7244744620986117,0.8057749136808069,0.8039809120391933,0.7810914577898932,0.04275693311848633
2324,0.021618747711181642,0.005717956807648029,0.00220184326171875,0.00024514547511375476,0.0,1,9,5,11,0.5,"{'alpha': 0.0, 'gamma': 1, 'lambda': 9, 'max_depth': 5, 'n_estimators': 11, 'subsample': 0.5}",0.39285714285714285,0.33942211665106536,0.31750031750047625,0.554051251343814,0.2669258885993638,0.3741513433903724,0.09861707752187177,1231,0.7368221355757593,0.834404865555095,0.7244744620986117,0.8057749136808069,0.8039809120391933,0.7810914577898932,0.04275693311848633
1460,0.01941647529602051,0.000663995812996496,0.0023020267486572265,0.0002450675151899575,0.0,1,1,5,11,0.5,"{'alpha': 0.0, 'gamma': 1, 'lambda': 1, 'max_depth': 5, 'n_estimators': 11, 'subsample': 0.5}",0.39285714285714285,0.33942211665106536,0.31750031750047625,0.554051251343814,0.2669258885993638,0.3741513433903724,0.09861707752187177,1231,0.7368221355757593,0.834404865555095,0.7244744620986117,0.8057749136808069,0.8039809120391933,0.7810914577898932,0.04275693311848633
2276,0.019216394424438475,0.0010781901480038617,0.002502107620239258,2.431401974483864e-07,0.0,1,9,4,11,0.5,"{'alpha': 0.0, 'gamma': 1, 'lambda': 9, 'max_depth': 4, 'n_estimators': 11, 'subsample': 0.5}",0.39285714285714285,0.33942211665106536,0.31750031750047625,0.554051251343814,0.2669258885993638,0.3741513433903724,0.09861707752187177,1231,0.7368221355757593,0.834404865555095,0.7244744620986117,0.8057749136808069,0.8039809120391933,0.7810914577898932,0.04275693311848633
