,Features Selected,Train Accuracy Score,Train MCC Score,Test Accuracy Score,Test MCC Score
0,28.0,0.7772647574517826,0.5430182798923332,0.6457142857142857,0.28035530759124677
1,57.0,0.780771478667446,0.553959957971097,0.6314285714285715,0.24991559947712078
2,85.0,0.7876680303915838,0.5701816109541535,0.6180952380952381,0.18203117614690772
3,114.0,0.8013442431326709,0.602088470659449,0.6038095238095238,0.10708540520405518
4,143.0,0.7945061367621274,0.5839457254013833,0.6180952380952381,0.15004126347553476
5,171.0,0.7911163062536529,0.5761331020082732,0.6180952380952381,0.15004126347553476
6,200.0,0.7911163062536529,0.5761331020082732,0.6180952380952381,0.15004126347553476
7,228.0,0.7877264757451783,0.5690354397146516,0.6447619047619048,0.178365986983768
8,257.0,0.7911747516072472,0.5791014979670132,0.6447619047619048,0.178365986983768
9,286.0,0.7877264757451783,0.5713450448775192,0.6447619047619048,0.178365986983768
