,Name,Stage,Features Selected,Train MCC,Train Stdev,Test MCC,Test Stdev,Params
0,Random Forest Classifier,Baseline,572,0.7293276138454746,0.04346895843772237,0.5263147112350013,0.16284220525878343,"{'ccp_alpha': 0.2, 'criterion': 'entropy', 'max_depth': 2, 'max_features': 0.3, 'n_estimators': 18}"
1,Random Forest Classifier,rfe,568,0.6214818063214381,0.08690654783367698,0.4913268370260724,0.15288124787031185,"{'ccp_alpha': 0.1, 'criterion': 'entropy', 'max_depth': 4, 'max_features': 0.3, 'n_estimators': 1}"
2,Random Forest Classifier,PCA 75% variance,24,0.49327478262214985,0.14978749559131357,0.4814261784114701,0.22159983053995005,"{'ccp_alpha': 0.2, 'criterion': 'entropy', 'max_depth': 6, 'max_features': 0.3, 'n_estimators': 5}"
3,Random Forest Classifier,PCA 80% variance,28,0.400439066378705,0.1259949161750723,0.44519640764040125,0.11512004126681791,"{'ccp_alpha': 0.2, 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 2}"
4,Random Forest Classifier,PCA 85% variance,33,0.6026091103517727,0.10541206376816312,0.392190438922583,0.17530346996794785,"{'ccp_alpha': 0.2, 'criterion': 'entropy', 'max_depth': 2, 'max_features': 1.0, 'n_estimators': 5}"
5,Random Forest Classifier,PCA 90% variance,39,0.7086275375144659,0.09050765997981262,0.37899199055243776,0.2746862482831741,"{'ccp_alpha': 0.2, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 1.0, 'n_estimators': 9}"
6,Random Forest Classifier,PCA 95% variance,47,0.9645216937509293,0.02898286992631022,0.41912850887718056,0.18530245929942568,"{'ccp_alpha': 0.0, 'criterion': 'gini', 'max_depth': 8, 'max_features': 1.0, 'n_estimators': 9}"
7,Random Forest Classifier,PCA 100% variance,71,0.9941895865463802,0.011620826907239534,0.4845694215541913,0.1935286862977346,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 5, 'max_features': 1.0, 'n_estimators': 20}"
