,Name,Stage,Features Selected,Train MCC,Train Stdev,Test MCC,Test Stdev,Params
0,Random Forest Classifier,Baseline,572,0.6610215268025831,0.10090019509364753,0.5484008382760674,0.11134547558107191,"{'ccp_alpha': 0.1, 'criterion': 'gini', 'max_depth': 9, 'max_features': 0.3, 'n_estimators': 4}"
1,Random Forest Classifier,rfe,550,0.7058750971786923,0.05157284144083015,0.5032025239200518,0.21448405786812139,"{'ccp_alpha': 0.2, 'criterion': 'entropy', 'max_depth': 4, 'max_features': 0.3, 'n_estimators': 3}"
2,Random Forest Classifier,PCA 75% variance,550,0.40988130547729507,0.1057197825686685,0.4103800810310164,0.23048821136701803,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 2, 'max_features': 0.3, 'n_estimators': 1}"
3,Random Forest Classifier,PCA 80% variance,550,0.5240977311436593,0.05397656658864672,0.38125710468931134,0.20536923194011011,"{'ccp_alpha': 0.0, 'criterion': 'gini', 'max_depth': 2, 'max_features': 1.0, 'n_estimators': 1}"
4,Random Forest Classifier,PCA 85% variance,550,0.9042418248522944,0.0401180547420228,0.39142378509895187,0.29657299339080473,"{'ccp_alpha': 0.1, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 1.0, 'n_estimators': 9}"
5,Random Forest Classifier,PCA 90% variance,550,0.48083132996301015,0.1459074319672599,0.3832387003015851,0.1633578303713748,"{'ccp_alpha': 0.2, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 2}"
6,Random Forest Classifier,PCA 95% variance,550,0.5464323437180186,0.07276205286670026,0.3770858068431213,0.2081681046473144,"{'ccp_alpha': 0.1, 'criterion': 'gini', 'max_depth': 9, 'max_features': 1.0, 'n_estimators': 2}"
7,Random Forest Classifier,PCA 100% variance,550,0.9875683920971369,0.015239032882459006,0.3890888347554026,0.11377413838283987,"{'ccp_alpha': 0.0, 'criterion': 'gini', 'max_depth': 8, 'max_features': 0.3, 'n_estimators': 9}"
