,Features Selected,Train Accuracy Score,Train MCC Score,Test Accuracy Score,Test MCC Score
0,28.0,0.753477498538866,0.4997200797169869,0.6742857142857142,0.33470424504509066
1,57.0,0.7230274693161893,0.42025244212278273,0.6866666666666666,0.3368286745038573
2,85.0,0.7464640561075394,0.48785316570886483,0.6190476190476191,0.22254657310414167
3,114.0,0.722676797194623,0.43993328818844735,0.6733333333333333,0.3450947486869929
4,143.0,0.74354178842782,0.43103732427495506,0.6314285714285715,0.1389603035715672
5,171.0,0.750146113383986,0.485001561091711,0.6314285714285713,0.19243419142168727
6,200.0,0.7808299240210403,0.5688289289577104,0.6752380952380953,0.3497500886548819
7,228.0,0.7466393921683225,0.48015201797141105,0.5599999999999998,0.07745401948249879
8,257.0,0.7400350672121566,0.4650943869173231,0.6438095238095237,0.1797179408210802
9,286.0,0.7640561075394506,0.5317552334813744,0.6866666666666666,0.3238545182158428
