,Features Selected,Train Accuracy Score,Train MCC Score,Test Accuracy Score,Test MCC Score
0,28.0,0.5885447106954997,0.28656780156146044,0.47904761904761906,0.08432889696244003
1,57.0,0.6165400350672122,0.35322902986599203,0.5628571428571428,0.2518105422605145
2,85.0,0.6269433080070134,0.39411213115381927,0.5495238095238095,0.21983046300033987
3,114.0,0.6097019286966686,0.3651460472531759,0.4238095238095238,-0.02824770006718098
4,143.0,0.6095850379894798,0.3669103396272901,0.518095238095238,0.1806112417031948
5,171.0,0.5584453535943892,0.22036186692190593,0.5333333333333333,0.17234791905442673
6,200.0,0.5991233196960841,0.2902164969994275,0.4647619047619048,0.04030223324976042
7,228.0,0.654354178842782,0.4043329320888532,0.5599999999999999,0.20945923583549098
8,257.0,0.5855055523085915,0.25986824132796216,0.5047619047619046,0.13077986722404053
9,286.0,0.6609000584453536,0.41549993762500853,0.5495238095238095,0.2203569691137964
