,Features Selected,Train Accuracy Score,Train MCC Score,Test Accuracy Score,Test MCC Score
0,28.0,0.7397428404441847,0.5365598765201575,0.6447619047619048,0.35430408560669485
1,57.0,0.7502630040911746,0.5461296091503133,0.6599999999999999,0.3872727341360721
2,85.0,0.7912331969608416,0.6317089039243438,0.6733333333333333,0.42059215514643034
3,114.0,0.7535943892460549,0.5589265332517022,0.6457142857142857,0.34776257552636475
4,143.0,0.7637638807714786,0.5800625122825284,0.5238095238095238,0.1536738305934331
5,171.0,0.7640561075394505,0.5839726168983809,0.5619047619047619,0.1979203403868559
6,200.0,0.7569842197545296,0.5784951880731027,0.5628571428571428,0.20337996873814834
7,228.0,0.8114552893045003,0.6727232982734636,0.7,0.48101140614579574
8,257.0,0.7946814728229106,0.6410538387001216,0.6599999999999999,0.3903475088903843
9,286.0,0.7741087083576856,0.6060173631978367,0.5485714285714286,0.17756862682454738
