,Features Selected,Train Accuracy Score,Train MCC Score,Test Accuracy Score,Test MCC Score
0,28.0,0.7637054354178844,0.6051163808687989,0.5485714285714286,0.22267693463384064
1,57.0,0.7503798947983634,0.5685585404650386,0.5523809523809524,0.2251712886061022
2,85.0,0.7471654003506721,0.5873690087896999,0.5466666666666666,0.21016710517984344
3,114.0,0.8152542372881356,0.6852352261661923,0.5599999999999999,0.2424891075306746
4,143.0,0.7811221507890124,0.627920758905859,0.5228571428571429,0.1876064345162513
5,171.0,0.787843366452367,0.6380849655807621,0.6028571428571428,0.3011500543491872
6,200.0,0.7909994155464639,0.6463129552282273,0.5657142857142856,0.24746633132470622
7,228.0,0.7568088836937463,0.587473300970285,0.48,0.14574952100535216
8,257.0,0.7774400935125658,0.6230318681922535,0.6028571428571429,0.31686836546290753
9,286.0,0.8254237288135593,0.7030613056551596,0.6295238095238095,0.3409817330249836
