,Features Selected,Train Accuracy Score,Train MCC Score,Test Accuracy Score,Test MCC Score
0,28.0,0.7291057860900059,0.3980127977483534,0.6580952380952381,0.24523889469739552
1,57.0,0.7842781998831094,0.5791639405335827,0.7123809523809524,0.40080530784702645
2,85.0,0.7601987142022211,0.4832519421554518,0.6447619047619048,0.24766263959760285
3,114.0,0.7569842197545296,0.5177322198016341,0.7133333333333333,0.4086725419166122
4,143.0,0.7639976621858562,0.5344921029744876,0.6038095238095238,0.23586862485287224
5,171.0,0.791291642314436,0.5994760900504605,0.6152380952380951,0.1740471758477043
6,200.0,0.8049678550555232,0.6256022907740706,0.6695238095238094,0.32348965364210497
7,228.0,0.7845704266510811,0.5745822421421989,0.7123809523809523,0.43045074488565965
8,257.0,0.7845119812974868,0.5752579142353121,0.6723809523809524,0.34815383063461963
9,286.0,0.7738749269433081,0.5682774169977172,0.6323809523809525,0.2922498523008549
