,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_break_ties,param_class_weight,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
27,0.0007998466491699219,0.0002445627266545328,0.0007999420166015625,0.0002453207109439928,6,False,,0.0001,"{'C': 6, 'break_ties': False, 'class_weight': None, 'gamma': 0.0001}",0.5222329678670935,0.5288671035554589,0.7692070637570512,0.3945381823835186,0.8794653965640157,0.6188621428254275,0.17791863021266197,1,0.8185241977675164,0.7885926420142257,0.7889833489632107,0.825060964283563,0.7618036604793802,0.7965929627015791,0.0229068246906654
41,0.0006997585296630859,0.00024479498008355235,0.0008001327514648438,0.0002449896789531912,6,True,,auto,"{'C': 6, 'break_ties': True, 'class_weight': None, 'gamma': 'auto'}",0.5222329678670935,0.5288671035554589,0.7692070637570512,0.3945381823835186,0.8794653965640157,0.6188621428254275,0.17791863021266197,1,0.8185241977675164,0.7885926420142257,0.7889833489632107,0.825060964283563,0.7618036604793802,0.7965929627015791,0.0229068246906654
40,0.000899648666381836,0.0001996047748528247,0.0011003494262695312,0.00020060655422613285,6,True,,scale,"{'C': 6, 'break_ties': True, 'class_weight': None, 'gamma': 'scale'}",0.5222329678670935,0.5288671035554589,0.7692070637570512,0.3945381823835186,0.8794653965640157,0.6188621428254275,0.17791863021266197,1,0.8185241977675164,0.7885926420142257,0.7889833489632107,0.825060964283563,0.7618036604793802,0.7965929627015791,0.0229068246906654
39,0.0007999420166015625,0.00024463946260265415,0.0010997295379638673,0.00019972349274779058,6,True,,0.0001,"{'C': 6, 'break_ties': True, 'class_weight': None, 'gamma': 0.0001}",0.5222329678670935,0.5288671035554589,0.7692070637570512,0.3945381823835186,0.8794653965640157,0.6188621428254275,0.17791863021266197,1,0.8185241977675164,0.7885926420142257,0.7889833489632107,0.825060964283563,0.7618036604793802,0.7965929627015791,0.0229068246906654
38,0.0006003856658935546,0.00020024846715312221,0.0009996891021728516,4.76837158203125e-07,6,True,,0.001,"{'C': 6, 'break_ties': True, 'class_weight': None, 'gamma': 0.001}",0.5222329678670935,0.5288671035554589,0.7692070637570512,0.3945381823835186,0.8794653965640157,0.6188621428254275,0.17791863021266197,1,0.8185241977675164,0.7885926420142257,0.7889833489632107,0.825060964283563,0.7618036604793802,0.7965929627015791,0.0229068246906654
37,0.0005999088287353515,0.00019989042109185294,0.0010999679565429688,0.00019972457426506156,6,True,,0.01,"{'C': 6, 'break_ties': True, 'class_weight': None, 'gamma': 0.01}",0.5222329678670935,0.5288671035554589,0.7692070637570512,0.3945381823835186,0.8794653965640157,0.6188621428254275,0.17791863021266197,1,0.8185241977675164,0.7885926420142257,0.7889833489632107,0.825060964283563,0.7618036604793802,0.7965929627015791,0.0229068246906654
36,0.0006000518798828125,0.00019970008500209141,0.0011003494262695312,0.00019989064859004402,6,True,,0.1,"{'C': 6, 'break_ties': True, 'class_weight': None, 'gamma': 0.1}",0.5222329678670935,0.5288671035554589,0.7692070637570512,0.3945381823835186,0.8794653965640157,0.6188621428254275,0.17791863021266197,1,0.8185241977675164,0.7885926420142257,0.7889833489632107,0.825060964283563,0.7618036604793802,0.7965929627015791,0.0229068246906654
25,0.0007997512817382813,0.0002443875613705284,0.0010001182556152344,1.3436320117574091e-06,6,False,,0.01,"{'C': 6, 'break_ties': False, 'class_weight': None, 'gamma': 0.01}",0.5222329678670935,0.5288671035554589,0.7692070637570512,0.3945381823835186,0.8794653965640157,0.6188621428254275,0.17791863021266197,1,0.8185241977675164,0.7885926420142257,0.7889833489632107,0.825060964283563,0.7618036604793802,0.7965929627015791,0.0229068246906654
26,0.0007999420166015625,0.0002449325666159722,0.0008000373840332031,0.00024442598310782225,6,False,,0.001,"{'C': 6, 'break_ties': False, 'class_weight': None, 'gamma': 0.001}",0.5222329678670935,0.5288671035554589,0.7692070637570512,0.3945381823835186,0.8794653965640157,0.6188621428254275,0.17791863021266197,1,0.8185241977675164,0.7885926420142257,0.7889833489632107,0.825060964283563,0.7618036604793802,0.7965929627015791,0.0229068246906654
24,0.0007997035980224609,0.00024425028223300894,0.0010004520416259765,1.0810646103624948e-06,6,False,,0.1,"{'C': 6, 'break_ties': False, 'class_weight': None, 'gamma': 0.1}",0.5222329678670935,0.5288671035554589,0.7692070637570512,0.3945381823835186,0.8794653965640157,0.6188621428254275,0.17791863021266197,1,0.8185241977675164,0.7885926420142257,0.7889833489632107,0.825060964283563,0.7618036604793802,0.7965929627015791,0.0229068246906654
28,0.0007000446319580078,0.00024475951466745876,0.0008003711700439453,0.0002452825035184176,6,False,,scale,"{'C': 6, 'break_ties': False, 'class_weight': None, 'gamma': 'scale'}",0.5222329678670935,0.5288671035554589,0.7692070637570512,0.3945381823835186,0.8794653965640157,0.6188621428254275,0.17791863021266197,1,0.8185241977675164,0.7885926420142257,0.7889833489632107,0.825060964283563,0.7618036604793802,0.7965929627015791,0.0229068246906654
29,0.0006998538970947266,0.0002448145126639676,0.0009000778198242187,0.0001998188600605747,6,False,,auto,"{'C': 6, 'break_ties': False, 'class_weight': None, 'gamma': 'auto'}",0.5222329678670935,0.5288671035554589,0.7692070637570512,0.3945381823835186,0.8794653965640157,0.6188621428254275,0.17791863021266197,1,0.8185241977675164,0.7885926420142257,0.7889833489632107,0.825060964283563,0.7618036604793802,0.7965929627015791,0.0229068246906654
