,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_leaf_size,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1522,0.00019841194152832032,2.8745015855982847e-06,0.0012498855590820312,1.0658777165883773e-05,33,5,2,uniform,"{'leaf_size': 33, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2618174690443214,0.5397505397508097,0.7244179326244428,0.3883678186903087,0.45907082822209083,0.15932426033734057,55,0.8129292770524349,0.7472090482747389,0.5840228950401672,0.6002485292134581,0.578496638453981,0.6645812776069561,0.09682292914463975
1414,0.00028295516967773436,0.00017959977721568324,0.0026233673095703127,0.0023301363438979236,31,5,2,uniform,"{'leaf_size': 31, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2618174690443214,0.5397505397508097,0.7244179326244428,0.3883678186903087,0.45907082822209083,0.15932426033734057,55,0.8129292770524349,0.7472090482747389,0.5840228950401672,0.6002485292134581,0.578496638453981,0.6645812776069561,0.09682292914463975
1306,0.0002826690673828125,0.00016160296209395087,0.0013822555541992188,0.0002640960609760379,29,5,2,uniform,"{'leaf_size': 29, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2618174690443214,0.5397505397508097,0.7244179326244428,0.3883678186903087,0.45907082822209083,0.15932426033734057,55,0.8129292770524349,0.7472090482747389,0.5840228950401672,0.6002485292134581,0.578496638453981,0.6645812776069561,0.09682292914463975
1630,0.0002013683319091797,2.9494604290374975e-06,0.0012660026550292969,1.7923623127976736e-05,35,5,2,uniform,"{'leaf_size': 35, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2618174690443214,0.5397505397508097,0.7244179326244428,0.3883678186903087,0.45907082822209083,0.15932426033734057,55,0.8129292770524349,0.7472090482747389,0.5840228950401672,0.6002485292134581,0.578496638453981,0.6645812776069561,0.09682292914463975
874,0.00027823448181152344,0.00018040004452640846,0.0019099712371826172,0.0013046726401980376,21,5,2,uniform,"{'leaf_size': 21, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2618174690443214,0.5397505397508097,0.7244179326244428,0.3883678186903087,0.45907082822209083,0.15932426033734057,55,0.8129292770524349,0.7472090482747389,0.5840228950401672,0.6002485292134581,0.578496638453981,0.6645812776069561,0.09682292914463975
334,0.00027680397033691406,0.0001533272829528975,0.001865720748901367,0.000758815251807321,11,5,2,uniform,"{'leaf_size': 11, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2618174690443214,0.5397505397508097,0.7244179326244428,0.3883678186903087,0.45907082822209083,0.15932426033734057,55,0.8129292770524349,0.7472090482747389,0.5840228950401672,0.6002485292134581,0.578496638453981,0.6645812776069561,0.09682292914463975
118,0.00021886825561523438,2.4122965148626815e-05,0.0013119697570800782,5.445188056864384e-05,7,5,2,uniform,"{'leaf_size': 7, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2618174690443214,0.5397505397508097,0.7244179326244428,0.3883678186903087,0.45907082822209083,0.15932426033734057,55,0.8129292770524349,0.7472090482747389,0.5840228950401672,0.6002485292134581,0.578496638453981,0.6645812776069561,0.09682292914463975
982,0.00030364990234375,0.000192129141181591,0.0018690109252929687,0.0011795743373129673,23,5,2,uniform,"{'leaf_size': 23, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2618174690443214,0.5397505397508097,0.7244179326244428,0.3883678186903087,0.45907082822209083,0.15932426033734057,55,0.8129292770524349,0.7472090482747389,0.5840228950401672,0.6002485292134581,0.578496638453981,0.6645812776069561,0.09682292914463975
1198,0.00019636154174804688,1.4813144136990145e-05,0.0012725353240966796,4.673262024595637e-05,27,5,2,uniform,"{'leaf_size': 27, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2618174690443214,0.5397505397508097,0.7244179326244428,0.3883678186903087,0.45907082822209083,0.15932426033734057,55,0.8129292770524349,0.7472090482747389,0.5840228950401672,0.6002485292134581,0.578496638453981,0.6645812776069561,0.09682292914463975
1846,0.0002945899963378906,0.00019313539035559083,0.0013134479522705078,0.00012366061753780764,39,5,2,uniform,"{'leaf_size': 39, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2618174690443214,0.5397505397508097,0.7244179326244428,0.3883678186903087,0.45907082822209083,0.15932426033734057,55,0.8129292770524349,0.7472090482747389,0.5840228950401672,0.6002485292134581,0.578496638453981,0.6645812776069561,0.09682292914463975
1738,0.00018825531005859376,6.265647516580266e-06,0.0012730121612548827,5.08256966884486e-05,37,5,2,uniform,"{'leaf_size': 37, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2618174690443214,0.5397505397508097,0.7244179326244428,0.3883678186903087,0.45907082822209083,0.15932426033734057,55,0.8129292770524349,0.7472090482747389,0.5840228950401672,0.6002485292134581,0.578496638453981,0.6645812776069561,0.09682292914463975
550,0.00018601417541503907,2.3379613250982784e-06,0.0012479782104492187,1.3879647699276549e-05,15,5,2,uniform,"{'leaf_size': 15, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2618174690443214,0.5397505397508097,0.7244179326244428,0.3883678186903087,0.45907082822209083,0.15932426033734057,55,0.8129292770524349,0.7472090482747389,0.5840228950401672,0.6002485292134581,0.578496638453981,0.6645812776069561,0.09682292914463975
442,0.00019774436950683593,5.283217996393029e-06,0.0017231941223144532,0.0009380616804122595,13,5,2,uniform,"{'leaf_size': 13, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2618174690443214,0.5397505397508097,0.7244179326244428,0.3883678186903087,0.45907082822209083,0.15932426033734057,55,0.8129292770524349,0.7472090482747389,0.5840228950401672,0.6002485292134581,0.578496638453981,0.6645812776069561,0.09682292914463975
10,0.00032153129577636717,0.0002002180459290441,0.0020028114318847655,0.00135029035809712,5,5,2,uniform,"{'leaf_size': 5, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.38100038100057154,0.2618174690443214,0.5397505397508097,0.7244179326244428,0.3883678186903087,0.45907082822209083,0.15932426033734057,55,0.8129292770524349,0.7472090482747389,0.5840228950401672,0.6002485292134581,0.578496638453981,0.6645812776069561,0.09682292914463975
