,Features Selected,Train Accuracy Score,Train MCC Score,Test Accuracy Score,Test MCC Score
0,28.0,0.986323787258913,0.9771958965413365,0.8095238095238095,0.6751220069488245
1,57.0,1.0,1.0,0.781904761904762,0.6184899275320876
2,85.0,1.0,1.0,0.781904761904762,0.6184899275320876
3,114.0,1.0,1.0,0.6980952380952381,0.4772202162951749
4,143.0,1.0,1.0,0.6857142857142857,0.47190990196690635
5,171.0,1.0,1.0,0.6580952380952381,0.40361820076671273
6,200.0,1.0,1.0,0.6580952380952381,0.4278734873227378
7,228.0,1.0,1.0,0.6599999999999999,0.4265136281781464
8,257.0,1.0,1.0,0.659047619047619,0.4321227928692406
9,286.0,1.0,1.0,0.6714285714285714,0.4510106616682993
