,Features Selected,Train Accuracy Score,Train MCC Score,Test Accuracy Score,Test MCC Score
0,28.0,1.0,1.0,0.7971428571428572,0.6025024607721854
1,57.0,1.0,1.0,0.7828571428571429,0.5790249544527796
2,85.0,1.0,1.0,0.7828571428571429,0.5815377358096635
3,114.0,1.0,1.0,0.7695238095238095,0.5645274648114084
4,143.0,1.0,1.0,0.7704761904761905,0.5802592613010807
5,171.0,1.0,1.0,0.7419047619047618,0.48945685113753584
6,200.0,1.0,1.0,0.6876190476190476,0.4210624956636792
7,228.0,1.0,1.0,0.660952380952381,0.3909474468381776
8,257.0,1.0,1.0,0.6066666666666667,0.27043656782070763
9,286.0,1.0,1.0,0.6066666666666667,0.27043656782070763
