,Features Selected,Train Accuracy Score,Train MCC Score,Test Accuracy Score,Test MCC Score
0,28.0,0.862887200467563,0.7404139458270287,0.8085714285714285,0.6552968636963326
1,57.0,0.862887200467563,0.7404139458270287,0.8085714285714285,0.6552968636963326
2,85.0,0.8594389246054938,0.7330427051484272,0.8085714285714285,0.6598950621936701
3,114.0,0.852542372881356,0.7173233808510053,0.7542857142857142,0.5205752255044208
4,143.0,0.8491525423728813,0.7111245864957565,0.7542857142857142,0.5205752255044208
5,171.0,0.8457042665108123,0.7062141130961577,0.7542857142857142,0.5205752255044208
6,200.0,0.8355347749853888,0.6831673560398268,0.7533333333333333,0.47669842260524636
7,228.0,0.83874926943308,0.691702002369336,0.7266666666666667,0.4164391814550778
8,257.0,0.8524839275277616,0.7243843018934666,0.7542857142857142,0.5467185029904833
9,286.0,0.8354178842781999,0.697758642275351,0.699047619047619,0.4359463487837754
