,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_leaf_size,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1300,0.0007006645202636719,0.0002452232340829889,0.023420190811157225,0.0005836581209142486,29,3,1,uniform,"{'leaf_size': 29, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.4702016292958941,0.028194193721730047,-0.17989801953231369,0.5184700462043963,0.644087327036082,0.29621103534515775,0.31597549542399733,37,0.6604528118394732,0.5339664137865384,0.7137180464520149,0.7243036947469033,0.6936984842039211,0.66522789020577,0.06914361463321939
1084,0.0005005359649658203,1.1680077279964342e-07,0.024020624160766602,0.0007076962165317176,25,3,1,uniform,"{'leaf_size': 25, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.4702016292958941,0.028194193721730047,-0.17989801953231369,0.5184700462043963,0.644087327036082,0.29621103534515775,0.31597549542399733,37,0.6604528118394732,0.5339664137865384,0.7137180464520149,0.7243036947469033,0.6936984842039211,0.66522789020577,0.06914361463321939
976,0.0005002975463867188,1.1680077279964342e-07,0.02382054328918457,0.00040043595558243147,23,3,1,uniform,"{'leaf_size': 23, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.4702016292958941,0.028194193721730047,-0.17989801953231369,0.5184700462043963,0.644087327036082,0.29621103534515775,0.31597549542399733,37,0.6604528118394732,0.5339664137865384,0.7137180464520149,0.7243036947469033,0.6936984842039211,0.66522789020577,0.06914361463321939
1624,0.0005003929138183594,9.536743164062499e-08,0.023720264434814453,0.0005103606392700137,35,3,1,uniform,"{'leaf_size': 35, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.4702016292958941,0.028194193721730047,-0.17989801953231369,0.5184700462043963,0.644087327036082,0.29621103534515775,0.31597549542399733,37,0.6604528118394732,0.5339664137865384,0.7137180464520149,0.7243036947469033,0.6936984842039211,0.66522789020577,0.06914361463321939
1732,0.0007005214691162109,0.00024495071443006135,0.02722344398498535,0.006688490012382483,37,3,1,uniform,"{'leaf_size': 37, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.4702016292958941,0.028194193721730047,-0.17989801953231369,0.5184700462043963,0.644087327036082,0.29621103534515775,0.31597549542399733,37,0.6604528118394732,0.5339664137865384,0.7137180464520149,0.7243036947469033,0.6936984842039211,0.66522789020577,0.06914361463321939
1408,0.0005004405975341797,1.5078914929239175e-07,0.02332000732421875,0.0006788869196431394,31,3,1,uniform,"{'leaf_size': 31, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.4702016292958941,0.028194193721730047,-0.17989801953231369,0.5184700462043963,0.644087327036082,0.29621103534515775,0.31597549542399733,37,0.6604528118394732,0.5339664137865384,0.7137180464520149,0.7243036947469033,0.6936984842039211,0.66522789020577,0.06914361463321939
868,0.0005003929138183594,1.784161275279017e-07,0.023520135879516603,0.000775340805772695,21,3,1,uniform,"{'leaf_size': 21, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.4702016292958941,0.028194193721730047,-0.17989801953231369,0.5184700462043963,0.644087327036082,0.29621103534515775,0.31597549542399733,37,0.6604528118394732,0.5339664137865384,0.7137180464520149,0.7243036947469033,0.6936984842039211,0.66522789020577,0.06914361463321939
112,0.00040035247802734376,0.0002001763526003853,0.02432079315185547,0.0014365978890123882,7,3,1,uniform,"{'leaf_size': 7, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.4702016292958941,0.028194193721730047,-0.17989801953231369,0.5184700462043963,0.644087327036082,0.29621103534515775,0.31597549542399733,37,0.6604528118394732,0.5339664137865384,0.7137180464520149,0.7243036947469033,0.6936984842039211,0.66522789020577,0.06914361463321939
652,0.001901721954345703,0.002802443513968168,0.024020671844482422,0.0010496193964340617,17,3,1,uniform,"{'leaf_size': 17, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.4702016292958941,0.028194193721730047,-0.17989801953231369,0.5184700462043963,0.644087327036082,0.29621103534515775,0.31597549542399733,37,0.6604528118394732,0.5339664137865384,0.7137180464520149,0.7243036947469033,0.6936984842039211,0.66522789020577,0.06914361463321939
1840,0.0005002975463867188,1.1680077279964342e-07,0.024421072006225585,0.0013204011863108753,39,3,1,uniform,"{'leaf_size': 39, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.4702016292958941,0.028194193721730047,-0.17989801953231369,0.5184700462043963,0.644087327036082,0.29621103534515775,0.31597549542399733,37,0.6604528118394732,0.5339664137865384,0.7137180464520149,0.7243036947469033,0.6936984842039211,0.66522789020577,0.06914361463321939
760,0.000500345230102539,2.4314019744838644e-07,0.023920392990112303,0.0005836989850139023,19,3,1,uniform,"{'leaf_size': 19, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.4702016292958941,0.028194193721730047,-0.17989801953231369,0.5184700462043963,0.644087327036082,0.29621103534515775,0.31597549542399733,37,0.6604528118394732,0.5339664137865384,0.7137180464520149,0.7243036947469033,0.6936984842039211,0.66522789020577,0.06914361463321939
