,Features Selected,Train Accuracy Score,Train MCC Score,Test Accuracy Score,Test MCC Score
0,28.0,0.9623611922852133,0.9287353347039143,0.7561904761904762,0.576010787358472
1,57.0,0.9623611922852133,0.9287353347039143,0.7561904761904762,0.576010787358472
2,85.0,0.9725891291642315,0.9481618758876325,0.7152380952380952,0.45456457427487873
3,114.0,0.9725891291642315,0.9481618758876325,0.7285714285714285,0.46482538335642704
4,143.0,1.0,1.0,0.6723809523809523,0.33262002128974744
5,171.0,1.0,1.0,0.6876190476190477,0.35835536535616636
6,200.0,1.0,1.0,0.6571428571428571,0.3520346509735363
7,228.0,1.0,1.0,0.6714285714285715,0.40527945017921196
8,257.0,1.0,1.0,0.6571428571428571,0.39293205326617475
9,286.0,1.0,1.0,0.6571428571428571,0.34860850273219524
