2022-11-24 03:05:58,126 | INFO | Threshold of 10.00 provides Large bucket size: 19, Small Bucket size: 45, Extra Bucket size: 9
2022-11-24 04:02:11,001 | INFO | Training Accuracy: 0.845, Training MCC: 0.699, Validation Accuracy: 0.667, Validation MCC: 0.359, Fold: 3
2022-11-24 04:02:11,001 | INFO | Training:
2022-11-24 04:02:11,002 | INFO | Training Finished.
2022-11-24 04:02:11,003 | INFO | Training Accuracy: 0.862, Training MCC: 0.734, Validation Accuracy: 0.800, Validation MCC: 0.622, Fold: 4
2022-11-24 04:02:11,003 | INFO | Training:
2022-11-24 04:02:11,004 | INFO | Training Finished.
2022-11-24 04:02:11,006 | INFO | Training Accuracy: 0.897, Training MCC: 0.810, Validation Accuracy: 0.733, Validation MCC: 0.479, Fold: 5
2022-11-24 04:02:11,006 | INFO | AVG Training Accuracy: 0.859, AVG Training MCC: 0.730, AVG Validation Accuracy: 0.773, AVG Validation MCC: 0.573

2022-11-24 04:02:11,007 | INFO | PCA Starting
2022-11-24 04:02:11,206 | INFO | Selecting 23 principal components making up 80% of the variance.

2022-11-24 04:02:11,207 | INFO | PCA Finished
2022-11-24 04:02:11,207 | INFO | GridSearchCV Starting
2022-11-24 04:02:12,221 | INFO | Best parameter set: {'C': 96, 'break_ties': True, 'class_weight': None, 'gamma': 0.001}
2022-11-24 04:02:12,221 | INFO | -------------------------

2022-11-24 04:02:12,221 | INFO | Train MCC Score: 0.801.  StDev for Train MCC: 0.047.  Test MCC Score: 0.404.  StDev for Test MCC: 0.129.

2022-11-24 04:02:12,221 | INFO | Training:
2022-11-24 04:02:12,222 | INFO | Training Finished.
2022-11-24 04:02:12,224 | INFO | Training Accuracy: 0.914, Training MCC: 0.838, Validation Accuracy: 0.733, Validation MCC: 0.476, Fold: 1
2022-11-24 04:02:12,224 | INFO | Training:
2022-11-24 04:02:12,225 | INFO | Training Finished.
2022-11-24 04:02:12,227 | INFO | Training Accuracy: 0.914, Training MCC: 0.836, Validation Accuracy: 0.800, Validation MCC: 0.628, Fold: 2
2022-11-24 04:02:12,227 | INFO | Training:
2022-11-24 04:02:12,228 | INFO | Training Finished.
2022-11-24 04:02:12,230 | INFO | Training Accuracy: 0.897, Training MCC: 0.801, Validation Accuracy: 0.600, Validation MCC: 0.265, Fold: 3
2022-11-24 04:02:12,230 | INFO | Training:
2022-11-24 04:02:12,231 | INFO | Training Finished.
2022-11-24 04:02:12,232 | INFO | Training Accuracy: 0.914, Training MCC: 0.841, Validation Accuracy: 0.800, Validation MCC: 0.648, Fold: 4
2022-11-24 04:02:12,232 | INFO | Training:
2022-11-24 04:02:12,233 | INFO | Training Finished.
2022-11-24 04:02:12,235 | INFO | Training Accuracy: 0.931, Training MCC: 0.872, Validation Accuracy: 0.733, Validation MCC: 0.476, Fold: 5
2022-11-24 04:02:12,235 | INFO | AVG Training Accuracy: 0.914, AVG Training MCC: 0.838, AVG Validation Accuracy: 0.733, AVG Validation MCC: 0.499

2022-11-24 04:02:12,236 | INFO | PCA Starting
2022-11-24 04:02:12,333 | INFO | Selecting 27 principal components making up 85% of the variance.

2022-11-24 04:02:12,334 | INFO | PCA Finished
2022-11-24 04:02:12,334 | INFO | GridSearchCV Starting
2022-11-24 04:02:13,358 | INFO | Best parameter set: {'C': 96, 'break_ties': False, 'class_weight': None, 'gamma': 0.001}
2022-11-24 04:02:13,358 | INFO | -------------------------

2022-11-24 04:02:13,359 | INFO | Train MCC Score: 0.820.  StDev for Train MCC: 0.026.  Test MCC Score: 0.400.  StDev for Test MCC: 0.122.

2022-11-24 04:02:13,359 | INFO | Training:
2022-11-24 04:02:13,360 | INFO | Training Finished.
2022-11-24 04:02:13,362 | INFO | Training Accuracy: 0.914, Training MCC: 0.841, Validation Accuracy: 0.667, Validation MCC: 0.330, Fold: 1
2022-11-24 04:02:13,362 | INFO | Training:
2022-11-24 04:02:13,363 | INFO | Training Finished.
2022-11-24 04:02:13,364 | INFO | Training Accuracy: 0.931, Training MCC: 0.869, Validation Accuracy: 0.733, Validation MCC: 0.493, Fold: 2
2022-11-24 04:02:13,364 | INFO | Training:
2022-11-24 04:02:13,366 | INFO | Training Finished.
2022-11-24 04:02:13,368 | INFO | Training Accuracy: 0.879, Training MCC: 0.767, Validation Accuracy: 0.600, Validation MCC: 0.265, Fold: 3
2022-11-24 04:02:13,368 | INFO | Training:
2022-11-24 04:02:13,369 | INFO | Training Finished.
2022-11-24 04:02:13,370 | INFO | Training Accuracy: 0.914, Training MCC: 0.841, Validation Accuracy: 0.867, Validation MCC: 0.763, Fold: 4
2022-11-24 04:02:13,370 | INFO | Training:
2022-11-24 04:02:13,371 | INFO | Training Finished.
2022-11-24 04:02:13,373 | INFO | Training Accuracy: 0.914, Training MCC: 0.836, Validation Accuracy: 0.733, Validation MCC: 0.479, Fold: 5
2022-11-24 04:02:13,373 | INFO | AVG Training Accuracy: 0.910, AVG Training MCC: 0.831, AVG Validation Accuracy: 0.720, AVG Validation MCC: 0.466

2022-11-24 04:02:13,374 | INFO | PCA Starting
2022-11-24 04:02:13,430 | INFO | Selecting 33 principal components making up 90% of the variance.

2022-11-24 04:02:13,431 | INFO | PCA Finished
2022-11-24 04:02:13,431 | INFO | GridSearchCV Starting
2022-11-24 04:02:14,502 | INFO | Best parameter set: {'C': 86, 'break_ties': False, 'class_weight': None, 'gamma': 0.001}
2022-11-24 04:02:14,502 | INFO | -------------------------

2022-11-24 04:02:14,503 | INFO | Train MCC Score: 0.854.  StDev for Train MCC: 0.042.  Test MCC Score: 0.392.  StDev for Test MCC: 0.136.

2022-11-24 04:02:14,503 | INFO | Training:
2022-11-24 04:02:14,504 | INFO | Training Finished.
2022-11-24 04:02:14,506 | INFO | Training Accuracy: 0.914, Training MCC: 0.843, Validation Accuracy: 0.600, Validation MCC: 0.119, Fold: 1
2022-11-24 04:02:14,506 | INFO | Training:
2022-11-24 04:02:14,507 | INFO | Training Finished.
2022-11-24 04:02:14,509 | INFO | Training Accuracy: 0.931, Training MCC: 0.869, Validation Accuracy: 0.667, Validation MCC: 0.359, Fold: 2
2022-11-24 04:02:14,509 | INFO | Training:
2022-11-24 04:02:14,510 | INFO | Training Finished.
2022-11-24 04:02:14,512 | INFO | Training Accuracy: 0.879, Training MCC: 0.770, Validation Accuracy: 0.600, Validation MCC: 0.265, Fold: 3
2022-11-24 04:02:14,512 | INFO | Training:
2022-11-24 04:02:14,513 | INFO | Training Finished.
2022-11-24 04:02:14,514 | INFO | Training Accuracy: 0.931, Training MCC: 0.874, Validation Accuracy: 0.867, Validation MCC: 0.763, Fold: 4
2022-11-24 04:02:14,514 | INFO | Training:
2022-11-24 04:02:14,515 | INFO | Training Finished.
2022-11-24 04:02:14,517 | INFO | Training Accuracy: 0.931, Training MCC: 0.872, Validation Accuracy: 0.733, Validation MCC: 0.479, Fold: 5
2022-11-24 04:02:14,517 | INFO | AVG Training Accuracy: 0.917, AVG Training MCC: 0.846, AVG Validation Accuracy: 0.693, AVG Validation MCC: 0.397

2022-11-24 04:02:14,518 | INFO | PCA Starting
2022-11-24 04:02:14,633 | INFO | Selecting 42 principal components making up 95% of the variance.

2022-11-24 04:02:14,633 | INFO | PCA Finished
2022-11-24 04:02:14,633 | INFO | GridSearchCV Starting
2022-11-24 04:02:15,745 | INFO | Best parameter set: {'C': 71, 'break_ties': False, 'class_weight': None, 'gamma': 0.001}
2022-11-24 04:02:15,745 | INFO | -------------------------

2022-11-24 04:02:15,745 | INFO | Train MCC Score: 0.860.  StDev for Train MCC: 0.038.  Test MCC Score: 0.416.  StDev for Test MCC: 0.139.

2022-11-24 04:02:15,745 | INFO | Training:
2022-11-24 04:02:15,747 | INFO | Training Finished.
2022-11-24 04:02:15,748 | INFO | Training Accuracy: 0.931, Training MCC: 0.874, Validation Accuracy: 0.667, Validation MCC: 0.330, Fold: 1
2022-11-24 04:02:15,749 | INFO | Training:
2022-11-24 04:02:15,750 | INFO | Training Finished.
2022-11-24 04:02:15,751 | INFO | Training Accuracy: 0.966, Training MCC: 0.936, Validation Accuracy: 0.667, Validation MCC: 0.359, Fold: 2
2022-11-24 04:02:15,751 | INFO | Training:
2022-11-24 04:02:15,752 | INFO | Training Finished.
2022-11-24 04:02:15,754 | INFO | Training Accuracy: 0.897, Training MCC: 0.804, Validation Accuracy: 0.600, Validation MCC: 0.265, Fold: 3
2022-11-24 04:02:15,754 | INFO | Training:
2022-11-24 04:02:15,755 | INFO | Training Finished.
2022-11-24 04:02:15,757 | INFO | Training Accuracy: 0.931, Training MCC: 0.874, Validation Accuracy: 0.733, Validation MCC: 0.552, Fold: 4
2022-11-24 04:02:15,757 | INFO | Training:
2022-11-24 04:02:15,758 | INFO | Training Finished.
2022-11-24 04:02:15,760 | INFO | Training Accuracy: 0.931, Training MCC: 0.872, Validation Accuracy: 0.667, Validation MCC: 0.311, Fold: 5
2022-11-24 04:02:15,760 | INFO | AVG Training Accuracy: 0.931, AVG Training MCC: 0.872, AVG Validation Accuracy: 0.667, AVG Validation MCC: 0.363

2022-11-24 04:02:15,761 | INFO | PCA Starting
2022-11-24 04:02:15,862 | INFO | Selecting 71 principal components making up 100% of the variance.

2022-11-24 04:02:15,863 | INFO | PCA Finished
2022-11-24 04:02:15,863 | INFO | GridSearchCV Starting
2022-11-24 04:02:17,155 | INFO | Best parameter set: {'C': 81, 'break_ties': False, 'class_weight': None, 'gamma': 0.001}
2022-11-24 04:02:17,156 | INFO | -------------------------

2022-11-24 04:02:17,156 | INFO | Train MCC Score: 0.887.  StDev for Train MCC: 0.042.  Test MCC Score: 0.363.  StDev for Test MCC: 0.109.

2022-11-24 04:02:17,156 | INFO | Training:
2022-11-24 04:02:17,158 | INFO | Training Finished.
2022-11-24 04:02:17,160 | INFO | Training Accuracy: 0.931, Training MCC: 0.874, Validation Accuracy: 0.667, Validation MCC: 0.330, Fold: 1
2022-11-24 04:02:17,160 | INFO | Training:
2022-11-24 04:02:17,161 | INFO | Training Finished.
2022-11-24 04:02:17,163 | INFO | Training Accuracy: 0.966, Training MCC: 0.936, Validation Accuracy: 0.667, Validation MCC: 0.359, Fold: 2
2022-11-24 04:02:17,163 | INFO | Training:
2022-11-24 04:02:17,164 | INFO | Training Finished.
2022-11-24 04:02:17,166 | INFO | Training Accuracy: 0.983, Training MCC: 0.968, Validation Accuracy: 0.600, Validation MCC: 0.265, Fold: 3
2022-11-24 04:02:17,167 | INFO | Training:
2022-11-24 04:02:17,168 | INFO | Training Finished.
2022-11-24 04:02:17,170 | INFO | Training Accuracy: 0.948, Training MCC: 0.905, Validation Accuracy: 0.733, Validation MCC: 0.494, Fold: 4
2022-11-24 04:02:17,170 | INFO | Training:
2022-11-24 04:02:17,171 | INFO | Training Finished.
2022-11-24 04:02:17,173 | INFO | Training Accuracy: 0.931, Training MCC: 0.872, Validation Accuracy: 0.733, Validation MCC: 0.476, Fold: 5
2022-11-24 04:02:17,173 | INFO | AVG Training Accuracy: 0.952, AVG Training MCC: 0.911, AVG Validation Accuracy: 0.680, AVG Validation MCC: 0.385

2022-11-24 04:02:17,179 | INFO | XGBoost Classifier Results:

2022-11-24 04:02:17,179 | INFO | GridSearchCV Starting
2022-11-24 04:22:28,322 | INFO | Best parameter set: {'alpha': 0.2, 'gamma': 1, 'lambda': 1, 'max_depth': 2, 'n_estimators': 13, 'subsample': 0.5}
2022-11-24 04:22:28,322 | INFO | -------------------------

2022-11-24 04:22:28,328 | INFO | Train MCC Score: 0.872.  StDev for Train MCC: 0.034.  Test MCC Score: 0.489.  StDev for Test MCC: 0.190.

2022-11-24 04:22:28,330 | INFO | Training:
2022-11-24 04:22:28,435 | INFO | Training Finished.
2022-11-24 04:22:28,445 | INFO | Training Accuracy: 0.879, Training MCC: 0.769, Validation Accuracy: 0.867, Validation MCC: 0.763, Fold: 1
2022-11-24 04:22:28,445 | INFO | Training:
2022-11-24 04:22:28,517 | INFO | Training Finished.
2022-11-24 04:22:28,526 | INFO | Training Accuracy: 0.914, Training MCC: 0.837, Validation Accuracy: 0.733, Validation MCC: 0.476, Fold: 2
2022-11-24 04:22:28,526 | INFO | Training:
2022-11-24 04:22:28,607 | INFO | Training Finished.
2022-11-24 04:22:28,616 | INFO | Training Accuracy: 0.948, Training MCC: 0.905, Validation Accuracy: 0.533, Validation MCC: 0.141, Fold: 3
2022-11-24 04:22:28,616 | INFO | Training:
2022-11-24 04:22:28,698 | INFO | Training Finished.
2022-11-24 04:22:28,707 | INFO | Training Accuracy: 0.948, Training MCC: 0.904, Validation Accuracy: 0.800, Validation MCC: 0.622, Fold: 4
2022-11-24 04:22:28,707 | INFO | Training:
2022-11-24 04:22:28,821 | INFO | Training Finished.
2022-11-24 04:22:28,830 | INFO | Training Accuracy: 0.948, Training MCC: 0.905, Validation Accuracy: 0.600, Validation MCC: 0.159, Fold: 5
2022-11-24 04:22:28,830 | INFO | AVG Training Accuracy: 0.928, AVG Training MCC: 0.864, AVG Validation Accuracy: 0.707, AVG Validation MCC: 0.432

2022-11-24 04:22:28,830 | INFO | Forward Selection Starting
2022-11-24 06:58:07,441 | INFO | Forward Selection Finished
2022-11-24 06:58:07,442 | INFO | SFS only results:

2022-11-24 06:58:07,442 | INFO | GridSearchCV Starting
2022-11-24 07:07:51,015 | INFO | Best parameter set: {'alpha': 0.0, 'gamma': 1, 'lambda': 1, 'max_depth': 2, 'n_estimators': 13, 'subsample': 0.5}
2022-11-24 07:07:51,015 | INFO | -------------------------

2022-11-24 07:07:51,023 | INFO | Train MCC Score: 0.698.  StDev for Train MCC: 0.032.  Test MCC Score: 0.643.  StDev for Test MCC: 0.157.

2022-11-24 07:07:51,026 | INFO | Training:
2022-11-24 07:07:51,497 | INFO | Training Finished.
2022-11-24 07:07:51,504 | INFO | Training Accuracy: 0.879, Training MCC: 0.771, Validation Accuracy: 0.733, Validation MCC: 0.498, Fold: 1
2022-11-24 07:07:51,504 | INFO | Training:
2022-11-24 07:07:51,678 | INFO | Training Finished.
2022-11-24 07:07:51,685 | INFO | Training Accuracy: 0.879, Training MCC: 0.767, Validation Accuracy: 0.800, Validation MCC: 0.639, Fold: 2
2022-11-24 07:07:51,685 | INFO | Training:
2022-11-24 07:07:51,758 | INFO | Training Finished.
2022-11-24 07:07:51,765 | INFO | Training Accuracy: 0.862, Training MCC: 0.733, Validation Accuracy: 0.800, Validation MCC: 0.628, Fold: 3
2022-11-24 07:07:51,765 | INFO | Training:
2022-11-24 07:07:51,856 | INFO | Training Finished.
2022-11-24 07:07:51,863 | INFO | Training Accuracy: 0.879, Training MCC: 0.776, Validation Accuracy: 0.667, Validation MCC: 0.389, Fold: 4
2022-11-24 07:07:51,863 | INFO | Training:
2022-11-24 07:07:51,951 | INFO | Training Finished.
2022-11-24 07:07:51,961 | INFO | Training Accuracy: 0.879, Training MCC: 0.767, Validation Accuracy: 0.667, Validation MCC: 0.359, Fold: 5
2022-11-24 07:07:51,961 | INFO | AVG Training Accuracy: 0.876, AVG Training MCC: 0.763, AVG Validation Accuracy: 0.733, AVG Validation MCC: 0.503

2022-11-24 07:07:51,963 | INFO | Results after PCA:
2022-11-24 07:07:51,963 | INFO | ------------------

2022-11-24 07:07:51,963 | INFO | PCA Starting
2022-11-24 07:07:52,064 | INFO | Selecting 23 principal components making up 75% of the variance.

2022-11-24 07:07:52,064 | INFO | PCA Finished
2022-11-24 07:07:52,064 | INFO | GridSearchCV Starting
2022-11-24 07:10:59,947 | INFO | Best parameter set: {'alpha': 0.0, 'gamma': 0, 'lambda': 1, 'max_depth': 3, 'n_estimators': 11, 'subsample': 0.5}
2022-11-24 07:10:59,948 | INFO | -------------------------

2022-11-24 07:10:59,956 | INFO | Train MCC Score: 0.866.  StDev for Train MCC: 0.074.  Test MCC Score: 0.365.  StDev for Test MCC: 0.283.

2022-11-24 07:10:59,959 | INFO | Training:
2022-11-24 07:10:59,999 | INFO | Training Finished.
2022-11-24 07:11:00,006 | INFO | Training Accuracy: 0.897, Training MCC: 0.804, Validation Accuracy: 0.733, Validation MCC: 0.498, Fold: 1
2022-11-24 07:11:00,006 | INFO | Training:
2022-11-24 07:11:00,084 | INFO | Training Finished.
2022-11-24 07:11:00,087 | INFO | Training Accuracy: 0.914, Training MCC: 0.837, Validation Accuracy: 0.667, Validation MCC: 0.311, Fold: 2
2022-11-24 07:11:00,087 | INFO | Training:
2022-11-24 07:11:00,132 | INFO | Training Finished.
2022-11-24 07:11:00,135 | INFO | Training Accuracy: 0.914, Training MCC: 0.843, Validation Accuracy: 0.667, Validation MCC: 0.343, Fold: 3
2022-11-24 07:11:00,135 | INFO | Training:
2022-11-24 07:11:00,171 | INFO | Training Finished.
2022-11-24 07:11:00,174 | INFO | Training Accuracy: 0.914, Training MCC: 0.839, Validation Accuracy: 0.800, Validation MCC: 0.622, Fold: 4
2022-11-24 07:11:00,174 | INFO | Training:
2022-11-24 07:11:00,217 | INFO | Training Finished.
2022-11-24 07:11:00,220 | INFO | Training Accuracy: 0.966, Training MCC: 0.936, Validation Accuracy: 0.600, Validation MCC: 0.274, Fold: 5
2022-11-24 07:11:00,220 | INFO | AVG Training Accuracy: 0.921, AVG Training MCC: 0.852, AVG Validation Accuracy: 0.693, AVG Validation MCC: 0.410

2022-11-24 07:11:00,221 | INFO | PCA Starting
2022-11-24 07:11:00,279 | INFO | Selecting 27 principal components making up 80% of the variance.

2022-11-24 07:11:00,279 | INFO | PCA Finished
2022-11-24 07:11:00,279 | INFO | GridSearchCV Starting
2022-11-24 07:14:22,219 | INFO | Best parameter set: {'alpha': 0.0, 'gamma': 3, 'lambda': 1, 'max_depth': 2, 'n_estimators': 1, 'subsample': 0.5}
2022-11-24 07:14:22,219 | INFO | -------------------------

2022-11-24 07:14:22,224 | INFO | Train MCC Score: 0.353.  StDev for Train MCC: 0.118.  Test MCC Score: 0.358.  StDev for Test MCC: 0.276.

2022-11-24 07:14:22,227 | INFO | Training:
2022-11-24 07:14:22,233 | INFO | Training Finished.
2022-11-24 07:14:22,236 | INFO | Training Accuracy: 0.741, Training MCC: 0.536, Validation Accuracy: 0.800, Validation MCC: 0.635, Fold: 1
2022-11-24 07:14:22,236 | INFO | Training:
2022-11-24 07:14:22,242 | INFO | Training Finished.
2022-11-24 07:14:22,245 | INFO | Training Accuracy: 0.724, Training MCC: 0.431, Validation Accuracy: 0.467, Validation MCC: -0.249, Fold: 2
2022-11-24 07:14:22,245 | INFO | Training:
2022-11-24 07:14:22,255 | INFO | Training Finished.
2022-11-24 07:14:22,258 | INFO | Training Accuracy: 0.621, Training MCC: 0.000, Validation Accuracy: 0.600, Validation MCC: 0.000, Fold: 3
2022-11-24 07:14:22,258 | INFO | Training:
2022-11-24 07:14:22,265 | INFO | Training Finished.
2022-11-24 07:14:22,268 | INFO | Training Accuracy: 0.638, Training MCC: 0.228, Validation Accuracy: 0.600, Validation MCC: 0.191, Fold: 4
2022-11-24 07:14:22,268 | INFO | Training:
2022-11-24 07:14:22,274 | INFO | Training Finished.
2022-11-24 07:14:22,276 | INFO | Training Accuracy: 0.672, Training MCC: 0.396, Validation Accuracy: 0.533, Validation MCC: 0.269, Fold: 5
2022-11-24 07:14:22,276 | INFO | AVG Training Accuracy: 0.679, AVG Training MCC: 0.318, AVG Validation Accuracy: 0.600, AVG Validation MCC: 0.169

2022-11-24 07:14:22,277 | INFO | PCA Starting
2022-11-24 07:14:23,013 | INFO | Selecting 31 principal components making up 85% of the variance.

2022-11-24 07:14:23,013 | INFO | PCA Finished
2022-11-24 07:14:23,014 | INFO | GridSearchCV Starting
2022-11-24 07:17:59,681 | INFO | Best parameter set: {'alpha': 0.0, 'gamma': 3, 'lambda': 1, 'max_depth': 2, 'n_estimators': 19, 'subsample': 0.5}
2022-11-24 07:17:59,681 | INFO | -------------------------

2022-11-24 07:17:59,687 | INFO | Train MCC Score: 0.490.  StDev for Train MCC: 0.061.  Test MCC Score: 0.381.  StDev for Test MCC: 0.118.

2022-11-24 07:17:59,691 | INFO | Training:
2022-11-24 07:17:59,771 | INFO | Training Finished.
2022-11-24 07:17:59,774 | INFO | Training Accuracy: 0.724, Training MCC: 0.431, Validation Accuracy: 0.667, Validation MCC: 0.339, Fold: 1
2022-11-24 07:17:59,774 | INFO | Training:
2022-11-24 07:17:59,883 | INFO | Training Finished.
2022-11-24 07:17:59,887 | INFO | Training Accuracy: 0.776, Training MCC: 0.553, Validation Accuracy: 0.467, Validation MCC: -0.159, Fold: 2
2022-11-24 07:17:59,887 | INFO | Training:
2022-11-24 07:18:00,107 | INFO | Training Finished.
2022-11-24 07:18:00,109 | INFO | Training Accuracy: 0.793, Training MCC: 0.591, Validation Accuracy: 0.600, Validation MCC: 0.159, Fold: 3
2022-11-24 07:18:00,110 | INFO | Training:
2022-11-24 07:18:00,205 | INFO | Training Finished.
2022-11-24 07:18:00,208 | INFO | Training Accuracy: 0.690, Training MCC: 0.338, Validation Accuracy: 0.800, Validation MCC: 0.622, Fold: 4
2022-11-24 07:18:00,208 | INFO | Training:
2022-11-24 07:18:00,269 | INFO | Training Finished.
2022-11-24 07:18:00,273 | INFO | Training Accuracy: 0.724, Training MCC: 0.437, Validation Accuracy: 0.667, Validation MCC: 0.339, Fold: 5
2022-11-24 07:18:00,273 | INFO | AVG Training Accuracy: 0.741, AVG Training MCC: 0.470, AVG Validation Accuracy: 0.640, AVG Validation MCC: 0.260

2022-11-24 07:18:00,273 | INFO | PCA Starting
2022-11-24 07:18:00,364 | INFO | Selecting 36 principal components making up 90% of the variance.

2022-11-24 07:18:00,365 | INFO | PCA Finished
2022-11-24 07:18:00,365 | INFO | GridSearchCV Starting
2022-11-24 07:21:47,383 | INFO | Best parameter set: {'alpha': 0.0, 'gamma': 3, 'lambda': 1, 'max_depth': 2, 'n_estimators': 19, 'subsample': 0.5}
2022-11-24 07:21:47,384 | INFO | -------------------------

2022-11-24 07:21:47,390 | INFO | Train MCC Score: 0.492.  StDev for Train MCC: 0.061.  Test MCC Score: 0.381.  StDev for Test MCC: 0.118.

2022-11-24 07:21:47,393 | INFO | Training:
2022-11-24 07:21:47,434 | INFO | Training Finished.
2022-11-24 07:21:47,437 | INFO | Training Accuracy: 0.724, Training MCC: 0.431, Validation Accuracy: 0.667, Validation MCC: 0.339, Fold: 1
2022-11-24 07:21:47,437 | INFO | Training:
